Roll No,Name,Gender,Age,Maths,Physics,Chemistry,English,Computer,Total Marks,Percentage,Attendance (%),Extra Curricular
stu4395,harsh arya,male,20,20,74,6,40,24,164,32.8,79.01,scienc club
stu4396,indali gopal,femal,22,28,15,75,55,25,198,39.6,65.44,danc
stu4397,quinci kaur,male,21,22,27,38,86,10,183,36.6,75.52,drama
stu4398,samuel raja,male,22,20,53,7,73,41,194,38.8,78.14,scienc club
stu4399,riya mann,femal,19,18,47,59,1,38,163,32.6,68.39,music
stu4400,samesh sachar,male,17,30,94,63,81,56,324,64.8,97.86,scienc club
stu4402,gabriel kapadia,male,21,42,54,67,49,12,224,44.8,62.34,scienc club
stu4403,nathaniel kala,male,18,19,22,88,28,63,220,44.0,81.17,drama
stu4404,aarnav sachdeva,male,17,84,49,52,51,94,330,66.0,67.19,drama
stu4405,jackson thaker,male,21,24,13,41,99,5,182,36.4,66.14,danc
stu4406,sneha chauhan,femal,20,31,62,0,26,29,148,29.6,80.43,scienc club
stu4407,vincent gopal,male,18,94,67,67,14,16,258,51.6,79.12,sport
stu4408,warhi chaudhari,femal,20,92,69,8,63,63,295,59.0,78.55,sport
stu4409,falguni mallick,femal,19,70,77,38,58,65,308,61.6,69.09,sport
stu4410,arjun dutta,male,22,85,15,44,33,68,245,49.0,84.71,scienc club
stu4412,ishita din,femal,22,96,17,34,57,0,204,40.8,69.59,music
stu4414,shivansh bera,male,19,91,17,92,79,87,366,73.2,97.58,sport
stu4415,madhavi iyengar,femal,17,89,40,30,0,57,216,43.2,81.53,danc
stu4416,kala ann,femal,17,83,47,79,93,36,338,67.6,97.46,music
stu4417,eiravati dhaliw,femal,17,54,17,22,48,54,195,39.0,97.3,danc
stu4418,bachittar chowdhuri,male,18,17,82,8,38,95,240,48.0,75.61,danc
stu4419,gaurav sidhu,male,18,22,91,32,98,22,265,53.0,88.27,music
stu4420,vasatika iyer,femal,21,70,83,49,13,79,294,58.8,78.09,danc
stu4421,qushi gola,femal,22,82,36,52,70,68,308,61.6,73.06,scienc club
stu4422,niharika baria,femal,19,88,61,12,89,68,318,63.6,92.4,music
stu4423,nachiket sangha,male,21,54,39,1,59,69,222,44.4,87.8,sport
stu4424,wyatt badal,male,17,47,57,38,83,74,299,59.8,75.68,drama
stu4425,chandresh dubey,male,19,49,43,22,74,53,241,48.2,65.95,scienc club
stu4426,sathvik banerje,male,20,34,59,68,45,49,255,51.0,97.92,sport
stu4427,maanav gill,male,22,95,28,56,63,81,323,64.6,61.16,drama
stu4428,lavanya agarw,femal,17,100,86,55,78,66,385,77.0,60.37,sport
stu4429,kalpit mall,male,20,72,21,66,88,57,304,60.8,81.48,danc
stu4430,harish contractor,male,19,80,8,90,55,27,260,52.0,95.91,drama
stu4431,advik bhattacharyya,male,22,65,44,19,14,33,175,35.0,98.84,scienc club
stu4432,dalbir devi,male,18,69,55,71,49,44,288,57.6,74.99,sport
stu4434,janya dugar,femal,22,38,23,99,34,19,213,42.6,60.55,drama
stu4435,urishilla rastogi,femal,21,32,21,48,76,44,221,44.2,82.41,danc
stu4436,maana dash,male,18,56,24,72,8,50,210,42.0,97.55,scienc club
stu4437,domin raman,male,21,40,49,54,11,77,231,46.2,96.73,sport
stu4438,yashoda gokhal,femal,18,83,23,46,12,3,167,33.4,72.93,scienc club
stu4439,wakeeta palla,femal,20,74,2,89,34,25,224,44.8,60.4,sport
stu4441,rayaan chakrabarti,male,19,100,76,31,43,51,301,60.2,65.82,scienc club
stu4442,wyatt chakrabarti,male,20,53,47,41,38,71,250,50.0,82.44,scienc club
stu4443,zansi chander,femal,22,30,27,53,27,74,211,42.2,82.07,danc
stu4444,gaurangi raja,femal,21,19,68,79,100,18,284,56.8,80.31,scienc club
stu4445,yatan gokhal,male,17,69,36,81,41,19,246,49.2,86.34,sport
stu4446,kashvi chaudhari,femal,22,50,74,26,87,46,283,56.6,63.37,scienc club
stu4447,dalaja chanda,femal,18,97,15,95,1,20,228,45.6,80.43,danc
stu4448,samar keer,male,18,58,62,60,75,68,323,64.6,75.22,sport
stu4449,ronith kala,male,21,5,72,73,56,51,257,51.4,61.75,sport
stu4451,advika arya,femal,21,38,82,8,92,11,231,46.2,74.07,danc
stu4452,bimala chaudhari,femal,22,89,85,6,71,99,350,70.0,94.4,music
stu4453,hitesh sunder,male,20,40,70,69,5,45,229,45.8,65.61,danc
stu4454,inaya biswa,femal,18,83,84,45,51,55,318,63.6,69.04,sport
stu4455,bakhshi mallick,male,20,13,51,76,62,0,202,40.4,97.14,danc
stu4456,rushil saha,male,20,30,15,65,5,34,149,29.8,79.25,music
stu4458,ishani gara,femal,18,77,40,67,80,57,321,64.2,60.61,scienc club
stu4459,yuvraj bali,male,22,99,97,41,6,29,272,54.4,89.66,drama
stu4460,gautami bhattacharyya,femal,22,7,24,54,48,66,199,39.8,73.78,sport
stu4461,balhaar suri,male,20,83,99,78,63,41,364,72.8,70.35,sport
stu4463,unni gade,femal,17,99,17,66,36,21,239,47.8,79.51,danc
stu4464,jeevika nagi,femal,18,43,85,54,73,78,333,66.6,85.39,danc
stu4465,shaurya lala,male,19,100,32,83,15,95,325,65.0,95.76,music
stu4466,qasim narain,male,20,5,54,31,74,92,256,51.2,64.59,danc
stu4467,siddharth varkey,male,18,11,45,70,95,56,277,55.4,70.2,danc
stu4468,urmi gara,femal,19,3,89,75,85,15,267,53.4,81.9,sport
stu4469,saksham badami,male,17,56,43,58,93,77,327,65.4,95.49,sport
stu4470,orind dey,male,20,51,11,21,63,57,203,40.6,70.94,drama
stu4471,fari bobal,male,19,60,81,23,50,98,312,62.4,84.19,danc
stu4472,kritika chadha,femal,19,43,76,96,79,54,348,69.6,86.76,scienc club
stu4473,aarini rau,femal,20,40,35,35,58,50,218,43.6,87.56,scienc club
stu4474,jalsa wadhwa,femal,17,12,2,29,1,42,86,17.2,76.77,danc
stu4476,laban sule,male,20,94,43,35,40,81,293,58.6,89.66,music
stu4477,jagrati gala,femal,18,58,52,10,59,66,245,49.0,77.09,music
stu4479,sathvik mistri,male,22,53,53,43,15,34,198,39.6,92.61,drama
stu4480,thoma bhavsar,male,17,29,86,37,1,59,212,42.4,98.98,scienc club
stu4482,ekapad sani,male,18,71,15,34,38,40,198,39.6,95.67,drama
stu4484,timothi tara,male,21,24,6,13,35,28,106,21.2,64.65,danc
stu4485,krishna agarw,femal,18,37,49,100,66,18,270,54.0,66.41,drama
stu4486,isha bail,femal,22,9,16,2,60,88,175,35.0,81.37,music
stu4487,chatura venkatesh,male,20,29,33,76,45,48,231,46.2,88.32,danc
stu4488,nathaniel mohan,male,20,71,45,36,57,88,297,59.4,92.95,danc
stu4489,saksham tandon,male,18,67,97,92,51,99,406,81.2,93.59,sport
stu4491,hiral pandit,femal,19,73,24,55,14,37,203,40.6,62.12,danc
stu4492,victor dass,male,20,36,93,12,79,85,305,61.0,99.0,drama
stu4496,tanvi batra,femal,21,10,25,2,83,28,148,29.6,64.59,drama
stu4497,aadhya jhaveri,femal,21,69,5,70,99,45,288,57.6,63.89,drama
stu4498,nakul soman,male,19,37,45,13,75,69,239,47.8,89.58,danc
stu4500,ekanta deshmukh,femal,19,8,45,25,23,1,102,20.4,94.46,music
stu4501,sai ranganathan,male,20,39,65,96,5,67,272,54.4,79.62,sport
stu4502,sneha sundaram,femal,17,54,46,38,87,59,284,56.8,91.72,drama
stu4503,tanveer narain,male,17,47,27,72,10,67,223,44.6,60.2,music
stu4505,arjun venkatesh,male,21,51,76,43,55,85,310,62.0,86.21,sport
stu4507,triya zachariah,femal,18,51,52,23,65,22,213,42.6,83.51,scienc club
stu4508,jai nair,male,21,91,95,14,55,68,323,64.6,64.88,sport
stu4509,yutika nanda,femal,17,34,72,59,77,48,290,58.0,72.86,drama
stu4510,anirudh jaggi,male,21,71,23,65,85,61,305,61.0,91.5,danc
stu4511,nitesh sriniva,male,19,40,71,42,41,88,282,56.4,62.49,sport
stu4512,unni soni,femal,18,92,11,72,58,11,244,48.8,68.7,music
stu4513,jeet bandi,male,22,11,18,99,72,34,234,46.8,65.62,sport
stu4514,arin nagi,male,21,3,9,69,90,32,203,40.6,89.62,music
stu4515,nihal kunda,male,19,74,89,50,78,24,315,63.0,85.15,scienc club
stu4517,hemal deshmukh,femal,20,45,89,81,73,50,338,67.6,96.59,sport
stu4518,banjeet tata,male,20,93,34,64,50,58,299,59.8,84.52,scienc club
stu4520,lavanya parekh,femal,21,71,83,77,16,47,294,58.8,84.66,sport
stu4521,pranav lal,male,22,4,61,87,4,61,217,43.4,99.25,sport
stu4522,vyanjana lanka,femal,19,1,5,32,92,92,222,44.4,85.13,sport
stu4523,lajita jhaveri,femal,22,41,25,23,91,46,226,45.2,90.86,danc
stu4524,ekanta pingl,femal,21,92,100,90,27,24,333,66.6,77.33,drama
stu4525,banjeet dutta,male,18,2,50,96,46,92,286,57.2,72.2,music
stu4527,pahal ganesh,femal,20,64,94,71,85,0,314,62.8,97.1,scienc club
stu4528,sachi narayanan,femal,21,84,11,100,97,25,317,63.4,89.92,drama
stu4529,turvi lalla,femal,17,95,94,17,72,81,359,71.8,83.58,scienc club
stu4530,lakshmi biswa,femal,21,48,43,92,99,97,379,75.8,69.84,danc
stu4531,azaan keer,male,17,87,89,18,51,72,317,63.4,68.97,scienc club
stu4532,lekha toor,femal,19,24,9,58,94,87,272,54.4,65.4,scienc club
stu4533,matthew lalla,male,20,27,19,23,42,60,171,34.2,71.47,drama
stu4534,rishi agraw,male,20,94,81,91,3,21,290,58.0,69.81,scienc club
stu4535,yashoda bali,femal,18,25,76,41,94,14,250,50.0,91.03,music
stu4536,vaishnavi kari,femal,20,28,85,24,1,55,193,38.6,66.43,danc
stu4537,hardik bahl,male,20,53,82,52,30,60,277,55.4,90.42,music
stu4538,oliv sarna,male,17,76,61,42,24,46,249,49.8,81.0,scienc club
stu4540,bakhshi batra,male,21,29,92,66,79,46,312,62.4,66.6,scienc club
stu4541,odika saini,femal,22,56,39,78,84,34,291,58.2,76.56,scienc club
stu4542,nirja rajan,femal,21,67,80,44,46,73,310,62.0,98.34,scienc club
stu4543,utkarsh chowdhuri,male,21,1,66,53,56,91,267,53.4,98.19,danc
stu4544,omisha bhandari,femal,18,32,39,92,47,93,303,60.6,62.82,danc
stu4546,ansh walla,male,17,88,48,91,31,71,329,65.8,95.73,music
stu4547,harinakshi venkataraman,femal,17,70,58,99,7,27,261,52.2,99.04,sport
stu4548,quinci pingl,male,20,82,68,29,8,3,190,38.0,71.95,drama
stu4549,yoshita raval,femal,20,37,54,44,85,37,257,51.4,79.67,drama
stu4550,waida lad,femal,19,50,76,52,21,98,297,59.4,95.42,sport
stu4551,chaman varti,femal,21,65,77,18,78,21,259,51.8,85.65,music
stu4552,indira kanda,femal,19,40,37,72,26,44,219,43.8,63.36,drama
stu4553,advaith devan,male,17,36,9,13,40,2,100,20.0,65.34,sport
stu4554,samar oza,male,22,46,71,95,80,65,357,71.4,89.69,sport
stu4555,irya narayan,femal,18,64,48,94,78,1,285,57.0,77.53,scienc club
stu4556,samesh chaudhuri,male,22,21,96,64,11,87,279,55.8,86.81,drama
stu4557,urvashi bal,femal,17,22,96,13,54,44,229,45.8,84.29,danc
stu4558,yagnesh mane,male,21,51,34,74,25,3,187,37.4,77.32,scienc club
stu4559,ikshita prabhakar,femal,20,50,19,6,55,64,194,38.8,82.84,danc
stu4560,arya deshmukh,femal,17,99,16,94,59,9,277,55.4,79.79,scienc club
stu4561,harsh vala,male,22,87,81,46,19,55,288,57.6,81.22,music
stu4562,ranveer kata,male,17,89,84,61,71,54,359,71.8,85.19,music
stu4563,azad dara,male,17,4,47,8,84,63,206,41.2,70.87,sport
stu4564,kamya datta,femal,19,3,26,80,17,8,134,26.8,83.94,scienc club
stu4565,jeremiah modi,male,21,50,3,9,67,0,129,25.8,77.6,danc
stu4566,jagvi chaudhari,femal,18,59,15,71,32,30,207,41.4,79.3,danc
stu4567,unnati bhatnagar,femal,20,21,85,10,2,14,132,26.4,80.15,drama
stu4568,ira jhaveri,femal,17,60,57,86,2,87,292,58.4,78.32,scienc club
stu4569,ubika oommen,femal,17,16,71,95,79,34,295,59.0,67.15,scienc club
stu4570,mason da,male,21,43,99,71,94,67,374,74.8,80.05,sport
stu4571,gagan mitter,male,22,90,44,0,85,17,236,47.2,89.03,sport
stu4572,raksha om,femal,21,87,3,37,18,54,199,39.8,73.53,drama
stu4573,shivansh gupta,male,17,72,29,43,11,51,206,41.2,76.67,drama
stu4574,raghav nadig,male,22,15,89,71,100,85,360,72.0,80.5,music
stu4577,advay comar,male,22,12,26,18,58,67,181,36.2,81.36,music
stu4578,ekani shere,femal,22,6,52,35,31,14,138,27.6,83.15,scienc club
stu4579,hritik hayer,male,18,64,71,66,96,53,350,70.0,62.21,sport
stu4580,pranav yohannan,male,20,65,8,32,78,92,275,55.0,89.35,drama
stu4581,widisha kala,femal,20,40,31,48,45,70,234,46.8,66.84,music
stu4582,tarak mandal,male,20,60,7,84,27,53,231,46.2,74.39,drama
stu4583,oviya modi,femal,21,75,31,6,18,8,138,27.6,91.45,music
stu4584,ojasvi mahal,femal,19,89,36,91,78,11,305,61.0,97.95,scienc club
stu4585,vamakshi bala,femal,17,71,15,56,46,19,207,41.4,60.66,drama
stu4587,charl doshi,male,22,7,61,63,5,50,186,37.2,74.39,music
stu4588,aradhana kapur,femal,20,14,8,66,37,0,125,25.0,87.13,scienc club
stu4589,panini mahajan,femal,18,90,84,86,54,32,346,69.2,70.89,drama
stu4590,manan roy,male,19,31,79,35,64,35,244,48.8,65.33,sport
stu4591,aarnav mand,male,19,6,55,18,69,49,197,39.4,82.66,sport
stu4592,idika sane,femal,22,19,3,39,91,64,216,43.2,83.51,scienc club
stu4593,samuel chaudhri,male,17,30,19,92,76,39,256,51.2,90.53,music
stu4595,aradhana banerje,femal,18,48,36,49,46,41,220,44.0,84.8,drama
stu4596,arya kala,femal,21,27,90,92,80,69,358,71.6,95.38,sport
stu4597,imaran mitra,male,21,67,46,100,49,23,285,57.0,80.02,sport
stu4598,jhalak sawhney,femal,20,81,55,17,45,10,208,41.6,64.84,scienc club
stu4599,ansh agraw,male,22,66,99,83,1,69,318,63.6,96.38,scienc club
stu4600,girindra jayaraman,male,19,20,74,78,63,3,238,47.6,65.81,danc
stu4601,siya arora,femal,20,29,58,16,46,15,164,32.8,82.56,music
stu4602,karan magar,male,18,92,52,22,46,73,285,57.0,78.04,drama
stu4603,odika goel,femal,21,51,55,16,55,77,254,50.8,69.09,sport
stu4604,suhani bhattacharyya,femal,19,44,6,12,11,32,105,21.0,88.2,scienc club
stu4605,yashica mammen,femal,18,27,2,84,84,87,284,56.8,60.5,scienc club
stu4606,upadhr khosla,femal,19,72,97,0,80,37,286,57.2,74.61,scienc club
stu4608,wakeeta soman,femal,18,93,6,6,49,72,226,45.2,68.17,drama
stu4610,laksh dani,male,22,53,29,92,81,77,332,66.4,80.4,drama
stu4611,ekaraj raghavan,male,22,82,47,14,51,77,271,54.2,77.59,music
stu4612,chavvi gill,femal,22,23,92,13,41,22,191,38.2,79.39,drama
stu4613,yutika ganesh,femal,22,15,11,57,13,51,147,29.4,97.8,sport
stu4614,amrita solanki,femal,17,14,26,41,83,26,190,38.0,77.65,scienc club
stu4615,anthoni vig,male,22,20,5,37,77,86,225,45.0,62.76,drama
stu4616,mugdha raman,femal,22,27,74,3,50,49,203,40.6,61.14,scienc club
stu4617,tamanna krishnamurthi,femal,19,21,61,46,44,92,264,52.8,75.34,music
stu4618,avi pal,male,19,76,33,85,91,87,372,74.4,83.01,sport
stu4619,fiyaz basu,male,18,87,48,97,97,59,388,77.6,92.2,music
stu4620,devansh lata,male,17,0,50,88,19,29,186,37.2,85.45,music
stu4621,david contractor,male,20,59,81,19,33,1,193,38.6,82.37,music
stu4623,gaurangi wali,femal,18,56,97,93,88,92,426,85.2,96.65,music
stu4624,jeet pandey,male,18,93,81,59,32,25,290,58.0,77.64,music
stu4625,nichola bhatti,male,22,96,19,98,73,91,377,75.4,67.87,drama
stu4627,aayush palan,male,21,47,20,15,19,82,183,36.6,75.13,sport
stu4628,vincent hayr,male,17,76,93,21,56,37,283,56.6,97.85,scienc club
stu4629,ishwar shere,male,21,53,2,20,2,99,176,35.2,67.25,danc
stu4630,sachi yogi,femal,20,44,31,41,68,41,225,45.0,93.19,danc
stu4631,sudiksha viswanathan,femal,21,75,60,73,3,18,229,45.8,98.7,drama
stu4632,ranveer subramaniam,male,18,49,19,7,90,90,255,51.0,73.53,sport
stu4633,nirja aggarw,femal,20,62,3,64,12,65,206,41.2,73.64,danc
stu4634,sarthak sane,male,22,32,31,19,3,77,162,32.4,82.57,music
stu4635,rajata rattan,femal,21,68,52,10,18,25,173,34.6,63.95,music
stu4636,jeet kulkarni,male,20,86,87,21,68,75,337,67.4,85.21,music
stu4638,elijah manda,male,18,67,93,28,42,37,267,53.4,75.04,danc
stu4639,nachiket boas,male,19,56,50,38,61,34,239,47.8,74.22,danc
stu4641,urmi ram,femal,17,83,50,99,52,67,351,70.2,69.68,sport
stu4642,isaiah bhatnagar,male,17,79,16,63,20,84,262,52.4,90.01,scienc club
stu4643,rayaan bora,male,20,75,91,65,95,35,361,72.2,74.17,danc
stu4644,andrew datta,male,17,100,85,52,88,89,414,82.8,60.54,drama
stu4645,lakshit om,male,22,15,79,69,92,26,281,56.2,74.74,music
stu4646,nidhi balay,femal,20,72,50,7,74,56,259,51.8,75.29,danc
stu4647,udarsh sibal,male,17,93,31,20,31,73,248,49.6,63.43,danc
stu4648,lucki shere,male,22,26,42,37,0,66,171,34.2,65.74,drama
stu4649,indira nayar,femal,21,17,100,39,60,86,302,60.4,64.7,drama
stu4650,oscar seth,male,19,92,86,49,1,33,261,52.2,65.93,sport
stu4651,bhavika doctor,femal,22,46,71,65,36,2,220,44.0,82.25,scienc club
stu4652,pranit issac,male,22,66,78,96,95,40,375,75.0,76.17,sport
stu4653,pranit mani,male,19,27,48,43,54,18,190,38.0,67.72,drama
stu4654,saksham chahal,male,21,14,86,86,45,30,261,52.2,98.79,danc
stu4655,omaja prabhakar,femal,18,88,67,87,72,98,412,82.4,94.56,danc
stu4656,dev uppal,male,19,2,91,8,73,90,264,52.8,94.43,danc
stu4657,chasmum sarin,femal,21,97,34,50,73,88,342,68.4,94.49,drama
stu4659,mugdha bawa,femal,17,77,61,76,64,18,296,59.2,60.48,drama
stu4660,fari natt,male,18,64,92,22,34,31,243,48.6,64.78,danc
stu4661,nirja goda,femal,19,17,74,61,39,51,242,48.4,75.6,music
stu4662,nidra pradhan,femal,21,65,93,31,44,18,251,50.2,67.95,drama
stu4664,guneet jaggi,male,19,30,63,93,88,52,326,65.2,63.02,danc
stu4665,darpan shah,male,20,43,17,93,6,43,202,40.4,76.64,scienc club
stu4666,krisha choudhri,femal,19,80,97,51,9,22,259,51.8,94.23,music
stu4667,yatin tank,male,21,97,46,98,65,9,315,63.0,62.64,music
stu4668,megha natarajan,femal,21,57,75,31,26,51,240,48.0,89.43,drama
stu4669,bhanumati lanka,femal,17,88,26,93,96,71,374,74.8,75.93,music
stu4671,bahadurjit nigam,male,18,22,67,54,50,8,201,40.2,80.24,drama
stu4672,fara sunder,male,21,41,78,8,79,21,227,45.4,75.69,music
stu4673,jalsa mani,femal,18,62,57,26,96,43,284,56.8,84.02,music
stu4674,shravya ram,femal,21,16,73,73,46,15,223,44.6,89.0,danc
stu4675,avni loyal,femal,22,82,57,46,74,86,345,69.0,96.04,music
stu4676,baljiwan kulkarni,male,21,60,9,100,75,95,339,67.8,98.92,scienc club
stu4678,chandresh ravi,male,18,12,69,99,19,8,207,41.4,60.52,drama
stu4679,yadavi bhat,femal,19,30,20,89,77,83,299,59.8,83.29,music
stu4681,ikshita sinha,femal,19,63,49,50,58,95,315,63.0,91.64,scienc club
stu4682,bakhshi roy,male,18,96,11,13,47,10,177,35.4,71.51,music
stu4683,manan hari,male,18,61,11,8,94,82,256,51.2,87.73,drama
stu4684,lekha date,femal,22,12,84,38,25,41,200,40.0,65.95,music
stu4685,kamala kade,femal,17,84,91,52,78,17,322,64.4,74.7,scienc club
stu4686,gunbir baral,male,21,55,37,8,80,82,262,52.4,74.58,sport
stu4687,manbir palla,male,19,8,48,96,46,1,199,39.8,94.16,music
stu4688,chaitanya bhardwaj,male,18,99,73,91,44,74,381,76.2,89.56,drama
stu4689,tara dasgupta,femal,18,35,20,85,56,17,213,42.6,66.15,danc
stu4690,upadhr arora,femal,22,2,33,92,43,46,216,43.2,63.51,drama
stu4691,ojasvi kadakia,femal,19,59,19,91,85,45,299,59.8,98.74,music
stu4692,teerth bassi,male,20,17,33,37,21,98,206,41.2,97.93,music
stu4693,anthoni kalita,male,20,85,42,65,51,57,300,60.0,69.33,drama
stu4694,ishita prashad,femal,17,99,89,54,91,75,408,81.6,80.69,music
stu4695,azaan choudhri,male,17,12,89,4,35,89,229,45.8,93.8,sport
stu4698,nikita ahuja,femal,19,12,63,86,44,11,216,43.2,65.69,drama
stu4699,irya bhatnagar,femal,17,11,90,72,12,76,261,52.2,70.72,sport
stu4700,vincent deol,male,19,100,84,84,8,96,372,74.4,81.82,sport
stu4701,sneha radhakrishnan,femal,18,48,24,19,94,36,221,44.2,69.35,scienc club
stu4702,ekanta madan,femal,17,83,83,15,98,73,352,70.4,82.66,danc
stu4703,frado murthi,male,18,50,59,55,85,38,287,57.4,61.38,sport
stu4704,baljiwan sant,male,19,9,19,62,20,83,193,38.6,68.62,drama
stu4705,meghana khalsa,femal,18,61,45,8,93,17,224,44.8,80.87,sport
stu4706,zehaan dash,male,21,87,55,53,24,11,230,46.0,86.59,sport
stu4707,harsh narain,male,19,53,81,34,99,87,354,70.8,78.22,music
stu4708,barkha mann,femal,18,51,89,58,23,53,274,54.8,72.59,sport
stu4709,lopa bhatti,femal,20,43,32,19,51,70,215,43.0,84.7,sport
stu4710,damini sarkar,femal,22,25,5,47,89,7,173,34.6,96.53,sport
stu4711,ekiya kale,femal,21,40,38,18,20,37,153,30.6,75.46,sport
stu4712,vedant goswami,male,17,35,97,89,72,60,353,70.6,81.3,sport
stu4713,nisha naik,femal,20,38,26,39,45,86,234,46.8,89.79,drama
stu4714,lavanya bassi,femal,20,59,31,69,6,46,211,42.2,99.86,drama
stu4715,gaurika som,femal,18,82,15,39,97,90,323,64.6,60.98,scienc club
stu4716,amol sekhon,male,22,38,85,63,93,4,283,56.6,88.97,scienc club
stu4717,elijah kohli,male,21,54,8,10,32,1,105,21.0,94.42,danc
stu4718,falguni walla,femal,22,42,87,23,71,74,297,59.4,99.08,music
stu4721,irya lad,femal,19,97,74,34,89,84,378,75.6,90.22,sport
stu4722,aditya sen,male,18,57,52,83,48,28,268,53.6,77.17,scienc club
stu4724,triya bhasin,femal,22,40,28,4,96,58,226,45.2,66.88,sport
stu4725,ubika mann,femal,18,86,63,44,0,34,227,45.4,88.85,drama
stu4726,varenya goyal,femal,17,44,67,18,20,20,169,33.8,91.55,drama
stu4727,meghana pall,femal,19,75,59,28,30,98,290,58.0,75.11,drama
stu4728,chandani hora,femal,22,41,40,72,23,91,267,53.4,89.82,music
stu4729,barkha kakar,femal,19,61,63,28,43,24,219,43.8,62.65,drama
stu4730,vansha kothari,femal,18,69,67,17,5,62,220,44.0,89.58,scienc club
stu4731,ishanvi varughes,femal,20,75,47,46,17,19,204,40.8,66.66,danc
stu4732,elijah chadha,male,17,29,14,99,86,16,244,48.8,88.33,danc
stu4733,guneet kapadia,male,18,0,77,30,38,93,238,47.6,78.44,danc
stu4734,naksh balakrishnan,male,21,31,32,74,79,77,293,58.6,82.07,sport
stu4735,leena ravel,femal,17,36,17,37,22,50,162,32.4,68.94,sport
stu4737,gopal bal,male,17,92,36,71,40,21,260,52.0,88.79,danc
stu4739,omisha sood,femal,22,15,41,4,96,66,222,44.4,89.12,music
stu4740,benjamin bhavsar,male,21,79,75,68,80,46,348,69.6,88.12,drama
stu4741,aditya sandhu,male,20,35,99,70,82,78,364,72.8,86.87,danc
stu4742,hamsini gara,femal,17,34,67,34,92,43,270,54.0,87.88,danc
stu4743,jagdish kumer,male,19,99,10,41,9,34,193,38.6,76.44,scienc club
stu4744,abhimanyu borra,male,20,51,6,74,47,78,256,51.2,89.37,danc
stu4745,deepa bajwa,femal,17,12,39,1,18,34,104,20.8,83.04,danc
stu4747,praneel om,male,21,40,71,86,3,98,298,59.6,67.04,sport
stu4748,indira bord,femal,19,80,79,7,8,57,231,46.2,60.62,danc
stu4749,andrew jain,male,22,56,44,55,29,87,271,54.2,86.01,sport
stu4752,amara prashad,femal,21,46,85,32,92,46,301,60.2,74.49,danc
stu4753,kalpit srivastava,male,21,29,87,99,7,40,262,52.4,94.73,sport
stu4754,janya varughes,femal,22,75,48,88,34,98,343,68.6,81.5,drama
stu4755,rudra sama,male,21,40,25,30,53,8,156,31.2,90.88,sport
stu4756,damini bedi,femal,22,28,42,15,56,20,161,32.2,60.88,danc
stu4757,aditya pingl,male,21,14,24,100,12,66,216,43.2,90.49,music
stu4758,advik upadhyay,male,19,84,16,55,79,19,253,50.6,60.38,sport
stu4760,oscar naidu,male,17,40,25,77,51,33,226,45.2,60.27,scienc club
stu4761,maana chacko,male,20,14,73,14,40,46,187,37.4,61.13,scienc club
stu4762,yashica gupta,femal,21,63,32,67,57,85,304,60.8,92.81,drama
stu4763,samesh pillai,male,22,95,24,49,64,25,257,51.4,68.75,danc
stu4764,arunima baria,femal,18,0,5,50,73,59,187,37.4,78.37,music
stu4765,janani nori,femal,19,9,68,29,8,8,122,24.4,86.01,music
stu4766,maya thaman,femal,20,83,16,45,19,24,187,37.4,64.29,scienc club
stu4767,azaan subramaniam,male,21,46,11,65,46,19,187,37.4,90.97,sport
stu4768,yashvi devi,femal,18,22,34,38,40,96,230,46.0,95.34,drama
stu4769,hardik kari,male,17,34,18,73,60,45,230,46.0,78.89,music
stu4770,dayamai bord,femal,17,6,71,86,16,98,277,55.4,80.15,music
stu4772,aditya bord,male,19,70,3,80,86,31,270,54.0,92.88,sport
stu4773,ikbal bhat,male,21,67,70,14,7,61,219,43.8,89.15,scienc club
stu4774,tamanna ganguli,femal,21,27,78,11,83,53,252,50.4,69.5,drama
stu4775,aryan dube,male,22,75,54,85,2,83,299,59.8,79.88,scienc club
stu4776,anmol mistri,male,21,43,38,71,5,3,160,32.0,96.23,danc
stu4777,samarth kurian,male,21,98,71,22,45,22,258,51.6,61.59,music
stu4778,qabil tandon,male,20,33,53,42,43,2,173,34.6,94.43,music
stu4779,ijaya bose,femal,20,12,51,80,2,65,210,42.0,62.98,drama
stu4780,bimala varkey,femal,20,19,44,76,31,10,180,36.0,71.45,music
stu4781,chame hora,femal,20,96,45,45,11,2,199,39.8,90.67,music
stu4783,baljiwan nath,male,20,95,14,86,56,1,252,50.4,76.44,danc
stu4784,isaiah sule,male,18,58,3,73,1,85,220,44.0,73.39,music
stu4785,bishakha iyengar,femal,22,65,24,47,98,32,266,53.2,97.69,danc
stu4786,viraj kapoor,male,17,33,8,19,47,96,203,40.6,99.54,danc
stu4787,netra sheth,femal,21,67,97,66,35,65,330,66.0,87.48,drama
stu4788,rachana raval,femal,18,73,24,61,65,73,296,59.2,76.74,sport
stu4789,amara swami,femal,20,60,36,68,49,4,217,43.4,80.02,music
stu4790,rayaan divan,male,18,94,31,2,84,59,270,54.0,87.97,music
stu4791,anusha chahal,femal,21,69,20,29,20,25,163,32.6,83.78,drama
stu4792,ranbir balakrishnan,male,17,80,3,41,21,7,152,30.4,63.61,danc
stu4793,janani mall,femal,22,72,5,27,35,23,162,32.4,76.93,danc
stu4794,caleb deshpand,male,17,48,75,2,41,31,197,39.4,80.39,scienc club
stu4795,brinda bahl,femal,18,21,3,23,7,80,134,26.8,82.26,danc
