Roll No,Name,Gender,Age,Maths,Physics,Chemistry,English,Computer,Total Marks,Percentage,Attendance (%),Extra Curricular,Maths_Standardized,Gender_Encoded,Extra Curricular_Dance,Extra Curricular_Drama,Extra Curricular_Music,Extra Curricular_None,Extra Curricular_Science Club,Extra Curricular_Sports
STU4435,Urishilla Rastogi,Female,21,32,21,48,76,44,221,44.2,82.41,Dance,-0.6197499302415185,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4436,Maanas Dash,Male,18,56,24,72,8,50,210,42.0,97.55,Science Club,0.20621621401639142,1,0.0,0.0,0.0,0.0,1.0,0.0
STU4437,Dominic Raman,Male,21,40,49,54,11,77,231,46.2,96.73,Sports,-0.34442788215554854,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4438,Yashoda Gokhale,Female,18,83,23,46,12,3,167,33.4,72.93,Science Club,1.1354281263065402,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4439,Wakeeta Palla,Female,20,74,2,89,34,25,224,44.8,60.4,Sports,0.8256908222098239,0,0.0,0.0,0.0,0.0,0.0,1.0
STU4440,Krishna Salvi,Female,20,37,65,76,9,17,204,40.8,69.62,None,-0.44767365018778726,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4441,Rayaan Chakrabarti,Male,19,100,76,31,43,51,301,60.2,65.82,Science Club,1.7204874784892263,1,0.0,0.0,0.0,0.0,1.0,0.0
STU4442,Wyatt Chakrabarti,Male,20,53,47,41,38,71,250,50.0,82.44,Science Club,0.10297044598415268,1,0.0,0.0,0.0,0.0,1.0,0.0
STU4443,Zansi Chander,Female,22,30,27,53,27,74,211,42.2,82.07,Dance,-0.6885804422630111,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4444,Gaurangi Raja,Female,21,19,68,79,100,18,284,56.8,80.31,Science Club,-1.0671482583812197,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4445,Yatan Gokhale,Male,17,69,36,81,41,19,246,49.2,86.34,Sports,0.6536145421560926,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4446,Kashvi Chaudhary,Female,22,50,74,26,87,46,283,56.6,63.37,Science Club,-0.0002753220480860619,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4447,Dalaja Chanda,Female,18,97,15,95,1,20,228,45.6,80.43,Dance,1.6172417104569876,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4448,Samar Keer,Male,18,58,62,60,75,68,323,64.6,75.22,Sports,0.27504672603788394,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4449,Ronith Kala,Male,21,5,72,73,56,51,257,51.4,61.75,Sports,-1.5489618425316671,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4450,Luke Kashyap,Male,21,85,99,33,94,69,380,76.0,72.18,None,1.2042586383280327,1,0.0,0.0,0.0,1.0,0.0,0.0
STU4451,Advika Arya,Female,21,38,82,8,92,11,231,46.2,74.07,Dance,-0.413258394177041,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4452,Bimala Chaudhari,Female,22,89,85,6,71,99,350,70.0,94.4,Music,1.3419196623710177,0,0.0,0.0,1.0,0.0,0.0,0.0
STU4453,Hitesh Sunder,Male,20,40,70,69,5,45,229,45.8,65.61,Dance,-0.34442788215554854,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4454,Inaya Biswas,Female,18,83,84,45,51,55,318,63.6,69.04,Sports,1.1354281263065402,0,0.0,0.0,0.0,0.0,0.0,1.0
STU4455,Bakhshi Mallick,Male,20,13,51,76,62,0,202,40.4,97.14,Dance,-1.2736397944456972,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4456,Rushil Saha,Male,20,30,15,65,5,34,149,29.8,79.25,Music,-0.6885804422630111,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4457,Zilmil Arya,Female,20,59,33,51,60,40,243,48.6,77.04,None,0.3094619820486302,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4458,Ishani Gara,Female,18,77,40,67,80,57,321,64.2,60.61,Science Club,0.9289365902420627,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4459,Yuvraj Bali,Male,22,99,97,41,6,29,272,54.4,89.66,Drama,1.68607222247848,1,0.0,1.0,0.0,0.0,0.0,0.0
STU4460,Gautami Bhattacharyya,Female,22,7,24,54,48,66,199,39.8,73.78,Sports,-1.4801313305101746,0,0.0,0.0,0.0,0.0,0.0,1.0
STU4461,Balhaar Suri,Male,20,83,99,78,63,41,364,72.8,70.35,Sports,1.1354281263065402,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4462,Urvashi Muni,Female,18,78,22,49,79,25,253,50.6,94.24,None,0.9633518462528089,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4463,Unni Gade,Female,17,99,17,66,36,21,239,47.8,79.51,Dance,1.68607222247848,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4464,Jeevika Nagi,Female,18,43,85,54,73,78,333,66.6,85.39,Dance,-0.2411821141233098,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4465,Shaurya Lala,Male,19,100,32,83,15,95,325,65.0,95.76,Music,1.7204874784892263,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4466,Qasim Narain,Male,20,5,54,31,74,92,256,51.2,64.59,Dance,-1.5489618425316671,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4467,Siddharth Varkey,Male,18,11,45,70,95,56,277,55.4,70.2,Dance,-1.3424703064671897,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4468,Urmi Gara,Female,19,3,89,75,85,15,267,53.4,81.9,Sports,-1.6177923545531598,0,0.0,0.0,0.0,0.0,0.0,1.0
STU4469,Saksham Badami,Male,17,56,43,58,93,77,327,65.4,95.49,Sports,0.20621621401639142,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4470,Orinder Dey,Male,20,51,11,21,63,57,203,40.6,70.94,Drama,0.034139933962660185,1,0.0,1.0,0.0,0.0,0.0,0.0
STU4471,Faris Bobal,Male,19,60,81,23,50,98,312,62.4,84.19,Dance,0.3438772380593764,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4472,Kritika Chadha,Female,19,43,76,96,79,54,348,69.6,86.76,Science Club,-0.2411821141233098,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4473,Aarini Rau,Female,20,40,35,35,58,50,218,43.6,87.56,Science Club,-0.34442788215554854,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4474,Jalsa Wadhwa,Female,17,12,2,29,1,42,86,17.2,76.77,Dance,-1.3080550504564434,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4475,Jalsa Murthy,Female,17,89,61,52,30,75,307,61.4,65.91,None,1.3419196623710177,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4476,Laban Sule,Male,20,94,43,35,40,81,293,58.6,89.66,Music,1.5139959424247489,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4477,Jagrati Gala,Female,18,58,52,10,59,66,245,49.0,77.09,Music,0.27504672603788394,0,0.0,0.0,1.0,0.0,0.0,0.0
STU4478,Orinder Pant,Male,19,67,44,98,63,15,287,57.4,87.33,None,0.5847840301346001,1,0.0,0.0,0.0,1.0,0.0,0.0
STU4479,Sathvik Mistry,Male,22,53,53,43,15,34,198,39.6,92.61,Drama,0.10297044598415268,1,0.0,1.0,0.0,0.0,0.0,0.0
STU4480,Thomas Bhavsar,Male,17,29,86,37,1,59,212,42.4,98.98,Science Club,-0.7229956982737573,1,0.0,0.0,0.0,0.0,1.0,0.0
STU4481,Anmol Vora,Male,20,0,95,73,13,4,185,37.0,61.96,None,-1.7210381225853986,1,0.0,0.0,0.0,1.0,0.0,0.0
STU4482,Ekapad Sani,Male,18,71,15,34,38,40,198,39.6,95.67,Drama,0.7224450541775852,1,0.0,1.0,0.0,0.0,0.0,0.0
STU4483,Nidra Tiwari,Female,17,18,19,78,25,37,177,35.4,81.47,None,-1.101563514391966,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4484,Timothy Tara,Male,21,24,6,13,35,28,106,21.2,64.65,Dance,-0.8950719783274885,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4485,Krishna Agarwal,Female,18,37,49,100,66,18,270,54.0,66.41,Drama,-0.44767365018778726,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4486,Isha Bail,Female,22,9,16,2,60,88,175,35.0,81.37,Music,-1.4113008184886822,0,0.0,0.0,1.0,0.0,0.0,0.0
STU4487,Chatura Venkatesh,Male,20,29,33,76,45,48,231,46.2,88.32,Dance,-0.7229956982737573,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4488,Nathaniel Mohan,Male,20,71,45,36,57,88,297,59.4,92.95,Dance,0.7224450541775852,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4489,Saksham Tandon,Male,18,67,97,92,51,99,406,81.2,93.59,Sports,0.5847840301346001,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4490,Kamya Bera,Female,22,89,43,41,56,32,261,52.2,64.85,None,1.3419196623710177,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4491,Hiral Pandit,Female,19,73,24,55,14,37,203,40.6,62.12,Dance,0.7912755661990777,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4492,Victor Dass,Male,20,36,93,12,79,85,305,61.0,99.0,Drama,-0.48208890619853356,1,0.0,1.0,0.0,0.0,0.0,0.0
STU4493,Kavya Nagarajan,Female,19,95,70,80,91,6,342,68.4,66.64,None,1.5484111984354951,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4494,Eta Manne,Female,20,46,46,24,36,49,201,40.2,70.89,None,-0.13793634609107105,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4495,Elijah Gola,Male,21,42,45,67,7,83,244,48.8,66.33,None,-0.27559737013405605,1,0.0,0.0,0.0,1.0,0.0,0.0
STU4496,Tanvi Batra,Female,21,10,25,2,83,28,148,29.6,64.59,Drama,-1.376885562477936,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4497,Aadhya Jhaveri,Female,21,69,5,70,99,45,288,57.6,63.89,Drama,0.6536145421560926,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4498,Nakul Soman,Male,19,37,45,13,75,69,239,47.8,89.58,Dance,-0.44767365018778726,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4499,Banjeet Pandya,Male,20,69,56,75,31,75,306,61.2,64.6,None,0.6536145421560926,1,0.0,0.0,0.0,1.0,0.0,0.0
STU4500,Ekanta Deshmukh,Female,19,8,45,25,23,1,102,20.4,94.46,Music,-1.4457160744994284,0,0.0,0.0,1.0,0.0,0.0,0.0
STU4501,Sai Ranganathan,Male,20,39,65,96,5,67,272,54.4,79.62,Sports,-0.3788431381662948,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4502,Sneha Sundaram,Female,17,54,46,38,87,59,284,56.8,91.72,Drama,0.13738570199489894,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4503,Tanveer Narain,Male,17,47,27,72,10,67,223,44.6,60.2,Music,-0.10352109008032481,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4504,Pooja Dasgupta,Female,21,1,40,38,57,35,171,34.2,85.49,None,-1.6866228665746523,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4505,Arjun Venkatesh,Male,21,51,76,43,55,85,310,62.0,86.21,Sports,0.034139933962660185,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4506,Udyati Salvi,Female,19,98,76,31,94,83,382,76.4,89.53,None,1.6516569664677339,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4507,Triya Zachariah,Female,18,51,52,23,65,22,213,42.6,83.51,Science Club,0.034139933962660185,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4508,Jai Nair,Male,21,91,95,14,55,68,323,64.6,64.88,Sports,1.4107501743925102,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4509,Yutika Nanda,Female,17,34,72,59,77,48,290,58.0,72.86,Drama,-0.550919418220026,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4510,Anirudh Jaggi,Male,21,71,23,65,85,61,305,61.0,91.5,Dance,0.7224450541775852,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4511,Nitesh Srinivas,Male,19,40,71,42,41,88,282,56.4,62.49,Sports,-0.34442788215554854,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4512,Unni Soni,Female,18,92,11,72,58,11,244,48.8,68.7,Music,1.4451654304032564,0,0.0,0.0,1.0,0.0,0.0,0.0
STU4513,Jeet Bandi,Male,22,11,18,99,72,34,234,46.8,65.62,Sports,-1.3424703064671897,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4514,Arin Nagy,Male,21,3,9,69,90,32,203,40.6,89.62,Music,-1.6177923545531598,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4515,Nihal Kunda,Male,19,74,89,50,78,24,315,63.0,85.15,Science Club,0.8256908222098239,1,0.0,0.0,0.0,0.0,1.0,0.0
STU4516,Kashvi Gupta,Female,17,15,85,96,24,22,242,48.4,67.88,None,-1.2048092824242047,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4517,Hemal Deshmukh,Female,20,45,89,81,73,50,338,67.6,96.59,Sports,-0.1723516021018173,0,0.0,0.0,0.0,0.0,0.0,1.0
STU4518,Banjeet Tata,Male,20,93,34,64,50,58,299,59.8,84.52,Science Club,1.4795806864140026,1,0.0,0.0,0.0,0.0,1.0,0.0
STU4519,Yug Nagi,Male,18,40,97,36,40,44,257,51.4,74.03,None,-0.34442788215554854,1,0.0,0.0,0.0,1.0,0.0,0.0
STU4520,Lavanya Parekh,Female,21,71,83,77,16,47,294,58.8,84.66,Sports,0.7224450541775852,0,0.0,0.0,0.0,0.0,0.0,1.0
STU4521,Pranav Lal,Male,22,4,61,87,4,61,217,43.4,99.25,Sports,-1.5833770985424134,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4522,Vyanjana Lanka,Female,19,1,5,32,92,92,222,44.4,85.13,Sports,-1.6866228665746523,0,0.0,0.0,0.0,0.0,0.0,1.0
STU4523,Lajita Jhaveri,Female,22,41,25,23,91,46,226,45.2,90.86,Dance,-0.3100126261448023,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4524,Ekanta Pingle,Female,21,92,100,90,27,24,333,66.6,77.33,Drama,1.4451654304032564,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4525,Banjeet Dutta,Male,18,2,50,96,46,92,286,57.2,72.2,Music,-1.652207610563906,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4526,Raagini Mitter,Female,18,70,62,70,60,38,300,60.0,81.33,None,0.688029798166839,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4527,Pahal Ganesh,Female,20,64,94,71,85,0,314,62.8,97.1,Science Club,0.4815382621023614,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4528,Sachi Narayanan,Female,21,84,11,100,97,25,317,63.4,89.92,Drama,1.1698433823172865,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4529,Turvi Lalla,Female,17,95,94,17,72,81,359,71.8,83.58,Science Club,1.5484111984354951,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4530,Lakshmi Biswas,Female,21,48,43,92,99,97,379,75.8,69.84,Dance,-0.06910583406957856,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4531,Azaan Keer,Male,17,87,89,18,51,72,317,63.4,68.97,Science Club,1.2730891503495252,1,0.0,0.0,0.0,0.0,1.0,0.0
STU4532,Lekha Toor,Female,19,24,9,58,94,87,272,54.4,65.4,Science Club,-0.8950719783274885,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4533,Matthew Lalla,Male,20,27,19,23,42,60,171,34.2,71.47,Drama,-0.7918262102952498,1,0.0,1.0,0.0,0.0,0.0,0.0
STU4534,Rishi Agrawal,Male,20,94,81,91,3,21,290,58.0,69.81,Science Club,1.5139959424247489,1,0.0,0.0,0.0,0.0,1.0,0.0
STU4535,Yashoda Bali,Female,18,25,76,41,94,14,250,50.0,91.03,Music,-0.8606567223167423,0,0.0,0.0,1.0,0.0,0.0,0.0
STU4536,Vaishnavi Kari,Female,20,28,85,24,1,55,193,38.6,66.43,Dance,-0.7574109542845036,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4537,Hardik Bahl,Male,20,53,82,52,30,60,277,55.4,90.42,Music,0.10297044598415268,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4538,Oliver Sarna,Male,17,76,61,42,24,46,249,49.8,81.0,Science Club,0.8945213342313164,1,0.0,0.0,0.0,0.0,1.0,0.0
STU4539,Aayush Varty,Male,18,22,24,37,3,62,148,29.6,72.27,None,-0.963902490348981,1,0.0,0.0,0.0,1.0,0.0,0.0
STU4540,Bakhshi Batra,Male,21,29,92,66,79,46,312,62.4,66.6,Science Club,-0.7229956982737573,1,0.0,0.0,0.0,0.0,1.0,0.0
STU4541,Odika Saini,Female,22,56,39,78,84,34,291,58.2,76.56,Science Club,0.20621621401639142,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4542,Nirja Rajan,Female,21,67,80,44,46,73,310,62.0,98.34,Science Club,0.5847840301346001,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4543,Utkarsh Chowdhury,Male,21,1,66,53,56,91,267,53.4,98.19,Dance,-1.6866228665746523,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4544,Omisha Bhandari,Female,18,32,39,92,47,93,303,60.6,62.82,Dance,-0.6197499302415185,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4545,Raksha Chander,Female,22,73,55,38,57,5,228,45.6,93.6,None,0.7912755661990777,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4546,Ansh Walla,Male,17,88,48,91,31,71,329,65.8,95.73,Music,1.3075044063602714,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4547,Harinakshi Venkataraman,Female,17,70,58,99,7,27,261,52.2,99.04,Sports,0.688029798166839,0,0.0,0.0,0.0,0.0,0.0,1.0
STU4548,Quincy Pingle,Male,20,82,68,29,8,3,190,38.0,71.95,Drama,1.101012870295794,1,0.0,1.0,0.0,0.0,0.0,0.0
STU4549,Yoshita Raval,Female,20,37,54,44,85,37,257,51.4,79.67,Drama,-0.44767365018778726,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4550,Waida Lad,Female,19,50,76,52,21,98,297,59.4,95.42,Sports,-0.0002753220480860619,0,0.0,0.0,0.0,0.0,0.0,1.0
STU4551,Chaman Varty,Female,21,65,77,18,78,21,259,51.8,85.65,Music,0.5159535181131076,0,0.0,0.0,1.0,0.0,0.0,0.0
STU4552,Indira Kanda,Female,19,40,37,72,26,44,219,43.8,63.36,Drama,-0.34442788215554854,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4553,Advaith Devan,Male,17,36,9,13,40,2,100,20.0,65.34,Sports,-0.48208890619853356,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4554,Samar Oza,Male,22,46,71,95,80,65,357,71.4,89.69,Sports,-0.13793634609107105,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4555,Irya Narayan,Female,18,64,48,94,78,1,285,57.0,77.53,Science Club,0.4815382621023614,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4556,Samesh Chaudhuri,Male,22,21,96,64,11,87,279,55.8,86.81,Drama,-0.9983177463597273,1,0.0,1.0,0.0,0.0,0.0,0.0
STU4557,Urvashi Bal,Female,17,22,96,13,54,44,229,45.8,84.29,Dance,-0.963902490348981,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4558,Yagnesh Mane,Male,21,51,34,74,25,3,187,37.4,77.32,Science Club,0.034139933962660185,1,0.0,0.0,0.0,0.0,1.0,0.0
STU4559,Ikshita Prabhakar,Female,20,50,19,6,55,64,194,38.8,82.84,Dance,-0.0002753220480860619,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4560,Arya Deshmukh,Female,17,99,16,94,59,9,277,55.4,79.79,Science Club,1.68607222247848,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4561,Harsh Vala,Male,22,87,81,46,19,55,288,57.6,81.22,Music,1.2730891503495252,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4562,Ranveer Kata,Male,17,89,84,61,71,54,359,71.8,85.19,Music,1.3419196623710177,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4563,Azad Dara,Male,17,4,47,8,84,63,206,41.2,70.87,Sports,-1.5833770985424134,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4564,Kamya Datta,Female,19,3,26,80,17,8,134,26.8,83.94,Science Club,-1.6177923545531598,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4565,Jeremiah Modi,Male,21,50,3,9,67,0,129,25.8,77.6,Dance,-0.0002753220480860619,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4566,Jagvi Chaudhary,Female,18,59,15,71,32,30,207,41.4,79.3,Dance,0.3094619820486302,0,1.0,0.0,0.0,0.0,0.0,0.0
STU4567,Unnati Bhatnagar,Female,20,21,85,10,2,14,132,26.4,80.15,Drama,-0.9983177463597273,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4568,Ira Jhaveri,Female,17,60,57,86,2,87,292,58.4,78.32,Science Club,0.3438772380593764,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4569,Ubika Oommen,Female,17,16,71,95,79,34,295,59.0,67.15,Science Club,-1.1703940264134585,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4570,Mason Das,Male,21,43,99,71,94,67,374,74.8,80.05,Sports,-0.2411821141233098,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4571,Gagan Mitter,Male,22,90,44,0,85,17,236,47.2,89.03,Sports,1.376334918381764,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4572,Raksha Om,Female,21,87,3,37,18,54,199,39.8,73.53,Drama,1.2730891503495252,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4573,Shivansh Gupta,Male,17,72,29,43,11,51,206,41.2,76.67,Drama,0.7568603101883314,1,0.0,1.0,0.0,0.0,0.0,0.0
STU4574,Raghav Nadig,Male,22,15,89,71,100,85,360,72.0,80.5,Music,-1.2048092824242047,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4575,Watika Sinha,Female,22,25,70,72,10,15,192,38.4,75.3,None,-0.8606567223167423,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4576,Sanya Kar,Female,21,38,91,55,91,100,375,75.0,93.69,None,-0.413258394177041,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4577,Advay Comar,Male,22,12,26,18,58,67,181,36.2,81.36,Music,-1.3080550504564434,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4578,Ekani Shere,Female,22,6,52,35,31,14,138,27.6,83.15,Science Club,-1.514546586520921,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4579,Hritik Hayer,Male,18,64,71,66,96,53,350,70.0,62.21,Sports,0.4815382621023614,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4580,Pranav Yohannan,Male,20,65,8,32,78,92,275,55.0,89.35,Drama,0.5159535181131076,1,0.0,1.0,0.0,0.0,0.0,0.0
STU4581,Widisha Kala,Female,20,40,31,48,45,70,234,46.8,66.84,Music,-0.34442788215554854,0,0.0,0.0,1.0,0.0,0.0,0.0
STU4582,Tarak Mandal,Male,20,60,7,84,27,53,231,46.2,74.39,Drama,0.3438772380593764,1,0.0,1.0,0.0,0.0,0.0,0.0
STU4583,Oviya Modi,Female,21,75,31,6,18,8,138,27.6,91.45,Music,0.8601060782205702,0,0.0,0.0,1.0,0.0,0.0,0.0
STU4584,Ojasvi Mahal,Female,19,89,36,91,78,11,305,61.0,97.95,Science Club,1.3419196623710177,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4585,Vamakshi Bala,Female,17,71,15,56,46,19,207,41.4,60.66,Drama,0.7224450541775852,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4586,Hitesh Venkataraman,Male,18,76,12,22,43,37,190,38.0,61.59,None,0.8945213342313164,1,0.0,0.0,0.0,1.0,0.0,0.0
STU4587,Charles Doshi,Male,22,7,61,63,5,50,186,37.2,74.39,Music,-1.4801313305101746,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4588,Aradhana Kapur,Female,20,14,8,66,37,0,125,25.0,87.13,Science Club,-1.239224538434951,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4589,Panini Mahajan,Female,18,90,84,86,54,32,346,69.2,70.89,Drama,1.376334918381764,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4590,Manan Roy,Male,19,31,79,35,64,35,244,48.8,65.33,Sports,-0.6541651862522648,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4591,Aarnav Mand,Male,19,6,55,18,69,49,197,39.4,82.66,Sports,-1.514546586520921,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4592,Idika Sane,Female,22,19,3,39,91,64,216,43.2,83.51,Science Club,-1.0671482583812197,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4593,Samuel Chaudhry,Male,17,30,19,92,76,39,256,51.2,90.53,Music,-0.6885804422630111,1,0.0,0.0,1.0,0.0,0.0,0.0
STU4594,Yadavi Goswami,Female,19,60,71,4,90,29,254,50.8,75.61,None,0.3438772380593764,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4595,Aradhana Banerjee,Female,18,48,36,49,46,41,220,44.0,84.8,Drama,-0.06910583406957856,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4596,Arya Kala,Female,21,27,90,92,80,69,358,71.6,95.38,Sports,-0.7918262102952498,0,0.0,0.0,0.0,0.0,0.0,1.0
STU4597,Imaran Mitra,Male,21,67,46,100,49,23,285,57.0,80.02,Sports,0.5847840301346001,1,0.0,0.0,0.0,0.0,0.0,1.0
STU4598,Jhalak Sawhney,Female,20,81,55,17,45,10,208,41.6,64.84,Science Club,1.0665976142850477,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4599,Ansh Agrawal,Male,22,66,99,83,1,69,318,63.6,96.38,Science Club,0.5503687741238539,1,0.0,0.0,0.0,0.0,1.0,0.0
STU4600,Girindra Jayaraman,Male,19,20,74,78,63,3,238,47.6,65.81,Dance,-1.0327330023704735,1,1.0,0.0,0.0,0.0,0.0,0.0
STU4601,Siya Arora,Female,20,29,58,16,46,15,164,32.8,82.56,Music,-0.7229956982737573,0,0.0,0.0,1.0,0.0,0.0,0.0
STU4602,Karan Magar,Male,18,92,52,22,46,73,285,57.0,78.04,Drama,1.4451654304032564,1,0.0,1.0,0.0,0.0,0.0,0.0
STU4603,Odika Goel,Female,21,51,55,16,55,77,254,50.8,69.09,Sports,0.034139933962660185,0,0.0,0.0,0.0,0.0,0.0,1.0
STU4604,Suhani Bhattacharyya,Female,19,44,6,12,11,32,105,21.0,88.2,Science Club,-0.20676685811256354,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4605,Yashica Mammen,Female,18,27,2,84,84,87,284,56.8,60.5,Science Club,-0.7918262102952498,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4606,Upadhriti Khosla,Female,19,72,97,0,80,37,286,57.2,74.61,Science Club,0.7568603101883314,0,0.0,0.0,0.0,0.0,1.0,0.0
STU4607,Januja Parekh,Female,17,20,72,33,4,33,162,32.4,63.87,None,-1.0327330023704735,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4608,Wakeeta Soman,Female,18,93,6,6,49,72,226,45.2,68.17,Drama,1.4795806864140026,0,0.0,1.0,0.0,0.0,0.0,0.0
STU4609,Yashodhara Bhargava,Female,20,46,66,100,38,0,250,50.0,78.79,None,-0.13793634609107105,0,0.0,0.0,0.0,1.0,0.0,0.0
STU4610,Laksh Dani,Male,22,53,29,92,81,77,332,66.4,80.4,Drama,0.10297044598415268,1,0.0,1.0,0.0,0.0,0.0,0.0
