Roll No,Name,Gender,Age,Maths,Physics,Chemistry,English,Computer,Total Marks,Percentage,Attendance (%),Extra Curricular
STU4184,Hemang Ramanathan,Male,19,55,69,62,52,61,299,59.8,82.07,Drama
STU4185,Neelima Zachariah,Female,20,78,71,63,74,25,311,62.2,94.52,Sports
STU4186,Bakhshi Nagi,Male,20,27,14,18,64,62,185,37,64.95,Dance
STU4187,Nikita Oak,Female,19,22,3,44,22,27,118,23.6,67.07,Sports
STU4188,Nisha Bava,Female,19,90,4,21,85,12,212,42.4,70.98,None
STU4189,Rajeshri Tata,Female,20,31,56,57,50,40,234,46.8,82.8,Drama
STU4190,Darsh Saxena,Male,19,100,60,64,31,25,280,56,96.9,Science Club
STU4191,Chatura Baral,Male,18,38,33,3,66,58,198,39.6,68.29,Drama
STU4192,Gayathri Sangha,Female,21,47,77,51,14,61,250,50,78.93,None
STU4193,Gaurang Kanda,Male,20,62,15,69,32,12,190,38,95.54,Drama
STU4194,Sudiksha Doshi,Female,17,45,33,73,77,55,283,56.6,72.02,Drama
STU4195,Aarini Sastry,Female,19,44,42,25,69,60,240,48,94.65,Dance
STU4196,Ekalinga Rama,Male,21,83,32,24,60,31,230,46,64.96,Music
STU4197,Ansh Chopra,Male,21,51,21,12,55,24,163,32.6,98.62,Music
STU4198,Gauri Saini,Female,20,92,37,33,22,31,215,43,71.69,Music
STU4199,Hamsini Chakraborty,Female,22,69,24,80,32,9,214,42.8,81.32,Sports
STU4200,Tejas Minhas,Male,20,3,25,98,1,41,168,33.6,96.84,Drama
STU4201,Nathan Bedi,Male,22,33,33,24,74,95,259,51.8,64.45,Science Club
STU4202,Faris Tak,Male,18,66,5,8,74,42,195,39,97.73,Drama
STU4203,Hredhaan Pathak,Male,22,73,83,11,41,12,220,44,81.67,Drama
STU4204,Wakeeta Batra,Female,19,88,61,29,92,63,333,66.6,78.67,Science Club
STU4205,Ijaya Boase,Female,19,0,13,27,30,80,150,30,87.41,Drama
STU4206,Ekaraj Salvi,Male,18,95,96,13,77,8,289,57.8,85.61,Science Club
STU4207,Vasana Bhakta,Female,21,3,12,41,33,10,99,19.8,96.33,Science Club
STU4208,Kritika Kamdar,Female,21,27,59,23,61,33,203,40.6,87.06,Science Club
STU4209,Nitara Mody,Female,18,37,10,58,97,15,217,43.4,98.19,Science Club
STU4210,Dominic Prabhu,Male,17,27,48,84,20,45,224,44.8,91.04,Drama
STU4211,Nimrat Kant,Female,22,97,32,30,84,25,268,53.6,94.62,Science Club
STU4212,Jeremiah Natarajan,Male,18,74,48,50,64,94,330,66,74.77,Music
STU4213,Akshay Sachdev,Male,17,85,76,19,62,22,264,52.8,71.03,Music
STU4214,Thomas Raju,Male,17,39,22,20,67,12,160,32,84.08,Dance
STU4215,Vritti Kaur,Female,21,88,54,46,85,33,306,61.2,90.9,Music
STU4216,Gagan Dara,Male,19,4,25,71,72,68,240,48,77.16,None
STU4217,Jyoti Bora,Female,18,47,6,80,54,35,222,44.4,93.12,Sports
STU4218,Quincy Kalita,Male,19,9,31,37,65,54,196,39.2,71.68,Music
STU4219,Jai Parikh,Male,18,57,67,53,10,94,281,56.2,81.64,Sports
STU4220,Krishna Goda,Female,19,32,68,82,83,56,321,64.2,98.84,Music
STU4221,Jackson Bhattacharyya,Male,19,37,23,56,89,69,274,54.8,87.02,Sports
STU4222,Lekha Issac,Female,22,91,3,86,95,7,282,56.4,98.77,Science Club
STU4223,Gagan Purohit,Male,18,0,86,78,23,69,256,51.2,79.95,Music
STU4224,Abhiram Bava,Male,20,67,0,53,10,67,197,39.4,83.54,Dance
STU4225,Osha Sami,Female,22,91,53,81,74,38,337,67.4,99,Music
STU4226,Laksh Narayanan,Male,17,50,23,23,46,7,149,29.8,75.94,None
STU4227,Harita Desai,Female,22,71,48,78,49,39,285,57,70.12,Sports
STU4228,Oeshi Vohra,Female,19,79,79,47,51,84,340,68,84.43,Sports
STU4229,Nathaniel D’Alia,Male,17,74,5,49,53,54,235,47,65.11,None
STU4230,Priya Sathe,Female,18,48,67,86,40,20,261,52.2,95.53,Drama
STU4231,Xalak Randhawa,Female,19,44,77,7,46,24,198,39.6,90.11,Sports
STU4232,Vinaya Sura,Female,18,44,46,75,62,13,240,48,85.85,Music
STU4233,Gauri Zachariah,Female,20,8,67,86,54,96,311,62.2,80.38,None
STU4234,Hemani Mangal,Female,20,67,82,53,98,7,307,61.4,98.39,Science Club
STU4235,Aarush Saxena,Male,20,33,72,97,1,37,240,48,91.67,None
STU4236,Varenya Nayar,Female,20,93,26,32,37,70,258,51.6,86.49,Music
STU4237,Naksh Chaudry,Male,21,26,52,9,63,36,186,37.2,62.64,Music
STU4238,Viraj Bath,Male,20,6,77,11,81,71,246,49.2,67.17,Sports
STU4239,Aadi Sur,Male,21,91,85,24,35,6,241,48.2,72.81,Sports
STU4240,Laban Raju,Male,21,33,96,49,80,12,270,54,61.99,Music
STU4241,Suhani Kar,Female,20,31,13,41,64,8,157,31.4,95.31,None
STU4242,Harsh Johal,Male,19,18,5,73,19,39,154,30.8,61.46,Music
STU4243,Sneha Mody,Female,19,37,30,30,32,58,187,37.4,92.33,None
STU4244,Kevin Goel,Male,21,13,64,72,85,20,254,50.8,70.16,Dance
STU4245,Akshay Lata,Male,18,90,19,41,22,50,222,44.4,65.57,None
STU4246,Daniel Parmer,Male,22,64,100,51,23,70,308,61.6,84.1,Music
STU4247,Ojas Sami,Male,18,76,22,18,46,73,235,47,76.96,Dance
STU4248,Bachittar Tak,Male,17,61,55,69,56,16,257,51.4,95.04,Dance
STU4249,Ayushman Pau,Male,21,67,17,79,52,64,279,55.8,83.42,Music
STU4250,Amrita Sami,Female,22,6,99,41,36,90,272,54.4,91,Science Club
STU4251,Nathaniel Sankaran,Male,17,76,8,86,72,33,275,55,86.9,Dance
STU4252,Krisha Sheth,Female,21,12,62,20,58,97,249,49.8,92.07,Science Club
STU4253,Tripti Buch,Female,17,48,27,71,60,98,304,60.8,82.24,None
STU4254,Utkarsh Nagi,Male,18,54,24,51,93,39,261,52.2,79.25,Dance
STU4255,Balhaar Borah,Male,21,70,27,77,47,29,250,50,75.55,Drama
STU4256,Harshil Palan,Male,19,44,48,40,82,45,259,51.8,79.33,None
STU4257,Balveer Gara,Male,21,49,62,46,48,9,214,42.8,97.2,None
STU4258,Zehaan Madan,Male,20,35,38,55,68,81,277,55.4,93.84,Dance
STU4259,Arya Trivedi,Female,17,53,81,47,57,60,298,59.6,87.98,Sports
STU4260,Jairaj Kunda,Male,18,0,76,16,38,81,211,42.2,63.75,None
STU4261,Kevin Nagarajan,Male,21,59,98,20,96,83,356,71.2,67.47,None
STU4262,Azaan Ravel,Male,20,43,54,9,70,69,245,49,99.58,Dance
STU4263,Viraj Date,Male,20,64,23,34,89,96,306,61.2,90.33,Music
STU4264,Pranit Bajaj,Male,21,70,31,73,85,0,259,51.8,83.94,Drama
STU4265,Raagini Taneja,Female,18,29,84,35,99,64,311,62.2,63.88,Dance
STU4266,Megha Edwin,Female,22,76,26,77,1,27,207,41.4,60.14,Sports
STU4267,Samesh Vala,Male,19,43,74,68,55,2,242,48.4,79.68,None
STU4268,Krisha Chanda,Female,19,86,47,81,21,9,244,48.8,85.26,Drama
STU4269,Jacob Butala,Male,18,67,77,70,57,67,338,67.6,84.63,Science Club
STU4270,Eiravati Kashyap,Female,18,55,85,46,73,35,294,58.8,83.92,Dance
STU4271,Udant Kibe,Male,20,90,90,49,56,70,355,71,73.71,Music
STU4272,Anamika Shukla,Female,21,15,21,3,83,48,170,34,84.31,Music
STU4273,Kritika Cheema,Female,22,66,47,25,27,44,209,41.8,60.43,Science Club
STU4274,Harini Vala,Female,21,69,38,69,96,17,289,57.8,94.59,Sports
STU4275,Hardik Garg,Male,18,16,57,39,66,55,233,46.6,67.35,Music
STU4276,Ojas Johal,Male,18,99,62,37,48,9,255,51,67.86,Drama
STU4277,Yuvraj Sagar,Male,19,90,42,82,72,76,362,72.4,92.66,Dance
STU4278,Tristan Raju,Male,20,23,47,16,20,48,154,30.8,92.6,None
STU4279,Lipika Deep,Female,21,58,79,3,68,43,251,50.2,85.84,None
STU4280,Balveer Natarajan,Male,22,96,0,80,57,94,327,65.4,69.85,Drama
STU4281,Aarav Morar,Male,18,27,71,25,53,73,249,49.8,92.64,Sports
STU4282,Ekanta Mittal,Female,17,98,4,63,53,72,290,58,75.94,None
STU4283,Veer Dash,Male,17,53,81,78,13,1,226,45.2,75.09,Sports
STU4284,Meghana Bal,Female,19,27,89,46,58,70,290,58,94.51,Science Club
STU4285,Kritika Ratta,Female,20,59,79,98,79,61,376,75.2,91.85,Sports
STU4286,Jagat Chawla,Male,19,31,85,94,6,87,303,60.6,82.55,Dance
STU4287,Samesh Bala,Male,18,1,3,8,69,96,177,35.4,73.44,Sports
STU4288,Samuel Agrawal,Male,19,64,21,64,62,9,220,44,72.94,None
STU4289,Patrick Garde,Male,20,78,72,66,72,67,355,71,61.33,Drama
STU4290,Yug Sodhi,Male,20,2,80,6,12,90,190,38,79.7,Dance
STU4291,Harshil Bakshi,Male,21,1,37,2,85,40,165,33,95.27,Sports
STU4292,Ekavir Baral,Male,21,22,92,75,26,58,273,54.6,93.79,Dance
STU4293,Aditya Kamdar,Male,21,34,35,3,35,64,171,34.2,89.52,Science Club
STU4294,Faqid Venkataraman,Male,19,19,61,58,70,73,281,56.2,65.39,Music
STU4295,Theodore Bakshi,Male,21,52,10,88,11,94,255,51,85.77,Sports
STU4296,Kala Patil,Female,22,14,15,52,40,97,218,43.6,63.85,Science Club
STU4297,Ati Kulkarni,Female,19,9,9,2,7,62,89,17.8,70.53,None
STU4298,Gopal Chakrabarti,Male,21,50,99,78,26,2,255,51,69.19,Sports
STU4299,Warhi Chhabra,Female,17,21,20,7,81,1,130,26,64.83,None
STU4300,Ekani Chowdhury,Female,21,81,28,99,81,20,309,61.8,75.82,Music
STU4301,Irya Chandra,Female,20,61,79,43,24,58,265,53,68.61,Music
STU4302,Ekbal Agate,Male,18,17,67,45,8,73,210,42,71.62,Dance
STU4303,Wyatt Vora,Male,21,86,57,87,6,86,322,64.4,65,Drama
STU4304,Divya Rana,Female,18,32,54,38,18,3,145,29,76.8,Science Club
STU4305,Kalpit Karan,Male,18,57,84,94,51,26,312,62.4,68.61,None
STU4306,Harrison Garg,Male,20,35,22,23,28,36,144,28.8,71.41,Dance
STU4307,Yatin Manne,Male,17,3,51,24,74,48,200,40,74.36,Dance
STU4308,Yatin Mammen,Male,21,42,25,50,16,54,187,37.4,75.1,Drama
STU4309,Yashodhara Dhaliwal,Female,22,99,20,83,82,84,368,73.6,89.35,Dance
STU4310,Tanish Chadha,Male,20,10,39,16,90,97,252,50.4,70.47,Drama
STU4311,George Sridhar,Male,21,43,42,19,76,34,214,42.8,70.49,Science Club
STU4312,Yashoda Kanda,Female,20,8,20,26,56,51,161,32.2,63.66,Science Club
STU4313,Janani Sachdev,Female,22,13,68,100,78,40,299,59.8,75.19,Drama
STU4314,Ekbal Konda,Male,21,90,27,0,24,9,150,30,69.68,Drama
STU4315,Ojas Parekh,Male,18,49,47,50,87,2,235,47,83.83,Science Club
STU4316,Urmi Banerjee,Female,22,78,33,57,17,44,229,45.8,87.37,Sports
STU4317,Henry Sood,Male,17,79,89,21,39,22,250,50,94.3,Music
STU4318,Manya Chadha,Female,22,49,85,32,75,41,282,56.4,93.63,Drama
STU4319,Aachal Sant,Female,21,20,34,46,47,19,166,33.2,96.71,Sports
STU4320,Frederick Subramanian,Male,22,77,57,63,54,55,306,61.2,81.82,Drama
STU4321,Gauri Seth,Female,21,64,6,81,72,41,264,52.8,67.28,None
STU4322,Reyansh Walia,Male,17,56,2,0,43,98,199,39.8,83.76,Drama
STU4323,Logan Balay,Male,22,54,60,39,63,21,237,47.4,88.58,None
STU4324,Oni Sem,Female,21,26,38,17,72,59,212,42.4,83.78,Music
STU4325,Reva Pant,Female,18,99,42,52,77,49,319,63.8,90.96,Science Club
STU4326,Ayaan Garde,Male,21,19,67,2,89,5,182,36.4,83.23,Sports
STU4327,Arin Pall,Male,19,81,33,55,74,6,249,49.8,76.83,Drama
STU4328,Rachit Chanda,Male,17,93,84,79,83,46,385,77,73.97,Music
STU4329,Hemang Batta,Male,17,15,48,15,11,40,129,25.8,91.47,Dance
STU4330,Liam Lad,Male,19,0,4,77,96,45,222,44.4,76.9,Music
STU4331,Meera Garg,Female,20,41,12,17,70,28,168,33.6,67.53,Sports
STU4332,Ekiya Tripathi,Female,20,73,66,87,82,72,380,76,93.62,Drama
STU4333,Maanas Pillay,Male,17,21,15,7,97,7,147,29.4,81.69,None
STU4334,Garima Mohanty,Female,17,89,82,50,40,72,333,66.6,68.29,Sports
STU4335,Pushti Jhaveri,Female,22,24,78,22,37,54,215,43,93.14,Music
STU4336,Isaiah Natt,Male,21,66,59,88,54,2,269,53.8,70.06,None
STU4337,Aarav Sagar,Male,18,81,19,28,6,63,197,39.4,60.43,Dance
STU4338,Brijesh Sinha,Male,21,59,28,29,71,22,209,41.8,95.49,Drama
STU4339,Nirja Sagar,Female,18,60,17,76,54,6,213,42.6,71.18,Dance
STU4340,Vinaya Kapur,Female,18,80,97,26,20,61,284,56.8,81.97,Music
STU4341,Pallavi Rama,Female,18,17,42,74,78,39,250,50,62.4,Sports
STU4342,Timothy Dugar,Male,20,68,19,45,66,58,256,51.2,93.8,Drama
STU4343,Xiti Choudhry,Female,17,43,75,27,88,19,252,50.4,73.19,Science Club
STU4344,Samarth Anne,Male,22,7,42,92,26,64,231,46.2,83.65,Drama
STU4345,Chaitaly Oommen,Female,18,84,23,56,1,57,221,44.2,95.52,Drama
STU4346,Kabir Roy,Male,22,21,59,60,70,49,259,51.8,71.65,Science Club
STU4347,Anika Chander,Female,18,99,34,0,50,75,258,51.6,75.71,Sports
STU4348,Gunbir Ravel,Male,18,35,34,7,6,63,145,29,93.91,None
STU4349,Vansha Kumar,Female,21,79,65,46,84,80,354,70.8,91.5,Music
STU4350,Vrinda Dash,Female,17,5,96,26,58,2,187,37.4,64.15,Sports
STU4351,Saumya Dutta,Female,21,30,17,64,58,65,234,46.8,80.65,Music
STU4352,Theodore Kalla,Male,18,65,61,86,73,80,365,73,69.88,Science Club
STU4353,Amaira Cherian,Female,19,24,76,61,40,17,218,43.6,90.3,None
STU4354,Yuvraj Bala,Male,19,75,17,50,72,57,271,54.2,78.58,Drama
STU4355,Bishakha Tripathi,Female,18,39,23,12,12,41,127,25.4,62.33,Science Club
STU4356,Raagini Din,Female,22,71,2,32,86,27,218,43.6,64.87,Dance
STU4357,Zilmil Kala,Female,20,38,26,94,18,87,263,52.6,63.46,Music
STU4358,Nitara Dayal,Female,17,64,63,70,60,32,289,57.8,63.21,Music
STU4359,Chanakya Gaba,Male,18,64,46,91,52,20,273,54.6,89.58,Sports
STU4360,Tamanna Subramaniam,Female,19,39,79,17,42,88,265,53,83.87,Science Club
STU4361,Lila Kadakia,Female,21,11,13,16,39,87,166,33.2,68.38,Drama
STU4362,Ayush Basu,Male,21,41,47,3,20,69,180,36,92.73,Music
STU4363,Jackson Sandal,Male,21,58,48,12,41,0,159,31.8,66.56,Drama
STU4364,Zilmil Cheema,Female,22,16,81,78,68,26,269,53.8,68.44,Science Club
STU4365,Xalak Handa,Female,22,69,49,21,37,12,188,37.6,89.37,Drama
STU4366,Jalsa Anand,Female,22,80,58,10,66,2,216,43.2,92.02,Music
STU4367,Mohammed Sekhon,Male,20,20,73,51,88,24,256,51.2,74.04,Sports
STU4368,Jyoti Memon,Female,22,7,70,65,71,77,290,58,63.7,Music
STU4369,Samaksh Bhatt,Male,22,99,63,67,14,46,289,57.8,70.46,Sports
STU4370,Benjamin Kamdar,Male,17,35,33,88,20,32,208,41.6,83.83,Science Club
STU4371,Banjeet Sangha,Male,19,3,12,98,50,10,173,34.6,73.85,Drama
STU4372,Sathvik Bobal,Male,22,16,17,50,44,51,178,35.6,79.41,Sports
STU4373,Ijaya Bobal,Female,19,47,21,62,30,71,231,46.2,84.88,Music
STU4374,Kevin Mahajan,Male,21,25,42,38,70,8,183,36.6,99.27,Music
STU4375,Vedika Balasubramanian,Female,21,65,40,29,43,14,191,38.2,81.78,Science Club
STU4376,Pooja Subramaniam,Female,17,20,15,13,91,64,203,40.6,93.45,Science Club
STU4377,Vrinda Deo,Female,21,72,5,75,31,35,218,43.6,70.02,None
STU4378,Vrinda Hayre,Female,17,32,75,9,52,90,258,51.6,97.56,Dance
STU4379,Yamini Kumar,Female,18,77,58,74,29,0,238,47.6,75.72,None
STU4380,Maanas Wadhwa,Male,20,72,57,4,78,12,223,44.6,91.48,Sports
STU4381,Lakshmi Verma,Female,18,10,51,73,100,39,273,54.6,72.55,Music
STU4382,Manthan Arya,Male,19,5,83,85,19,46,238,47.6,75.15,Dance
STU4383,Deepa Gopal,Female,21,95,4,22,39,5,165,33,96.16,Music
STU4384,Ikbal Krishnan,Male,19,20,70,88,65,67,310,62,93.96,Music
STU4385,Oscar Shere,Male,17,91,41,53,48,36,269,53.8,78.65,Sports
STU4386,Sanaya Ram,Female,18,54,8,58,90,8,218,43.6,71.13,Science Club
STU4387,Jeet Boase,Male,22,55,25,88,91,77,336,67.2,74.29,Sports
STU4388,Pallavi Shan,Female,22,87,38,2,84,97,308,61.6,65.26,None
STU4389,Simon Master,Male,17,14,19,92,32,80,237,47.4,94.76,None
STU4390,Urvi Ben,Female,17,95,62,43,48,87,335,67,79.56,Dance
STU4391,Ekavir Tiwari,Male,20,60,73,41,22,89,285,57,70.78,Dance
STU4392,Damyanti Suresh,Female,22,80,12,42,43,20,197,39.4,80.62,None
STU4393,Laksh Venkatesh,Male,20,94,22,97,3,51,267,53.4,86.9,Science Club
STU4394,Ubika Dugal,Female,22,30,37,22,75,69,233,46.6,65.13,Sports
STU4395,Harsh Arya,Male,20,20,74,6,40,24,164,32.8,79.01,Science Club
STU4396,Indali Gopal,Female,22,28,15,75,55,25,198,39.6,65.44,Dance
STU4397,Quincy Kaur,Male,21,22,27,38,86,10,183,36.6,75.52,Drama
STU4398,Samuel Raja,Male,22,20,53,7,73,41,194,38.8,78.14,Science Club
STU4399,Riya Manne,Female,19,18,47,59,1,38,163,32.6,68.39,Music
STU4400,Samesh Sachar,Male,17,30,94,63,81,56,324,64.8,97.86,Science Club
STU4401,Yochana Krishna,Female,22,78,63,48,35,60,284,56.8,85.35,None
STU4402,Gabriel Kapadia,Male,21,42,54,67,49,12,224,44.8,62.34,Science Club
STU4403,Nathaniel Kala,Male,18,19,22,88,28,63,220,44,81.17,Drama
STU4404,Aarnav Sachdeva,Male,17,84,49,52,51,94,330,66,67.19,Drama
STU4405,Jackson Thaker,Male,21,24,13,41,99,5,182,36.4,66.14,Dance
STU4406,Sneha Chauhan,Female,20,31,62,0,26,29,148,29.6,80.43,Science Club
STU4407,Vincent Gopal,Male,18,94,67,67,14,16,258,51.6,79.12,Sports
STU4408,Warhi Chaudhari,Female,20,92,69,8,63,63,295,59,78.55,Sports
STU4409,Falguni Mallick,Female,19,70,77,38,58,65,308,61.6,69.09,Sports
STU4410,Arjun Dutta,Male,22,85,15,44,33,68,245,49,84.71,Science Club
STU4411,Veer Seth,Male,19,14,33,23,36,19,125,25,91.1,None
STU4412,Ishita Din,Female,22,96,17,34,57,0,204,40.8,69.59,Music
STU4413,Eiravati Vig,Female,19,4,65,99,41,79,288,57.6,85.12,None
STU4414,Shivansh Bera,Male,19,91,17,92,79,87,366,73.2,97.58,Sports
STU4415,Madhavi Iyengar,Female,17,89,40,30,0,57,216,43.2,81.53,Dance
STU4416,Kala Anne,Female,17,83,47,79,93,36,338,67.6,97.46,Music
STU4417,Eiravati Dhaliwal,Female,17,54,17,22,48,54,195,39,97.3,Dance
STU4418,Bachittar Chowdhury,Male,18,17,82,8,38,95,240,48,75.61,Dance
STU4419,Gaurav Sidhu,Male,18,22,91,32,98,22,265,53,88.27,Music
STU4420,Vasatika Iyer,Female,21,70,83,49,13,79,294,58.8,78.09,Dance
STU4421,Qushi Gola,Female,22,82,36,52,70,68,308,61.6,73.06,Science Club
STU4422,Niharika Baria,Female,19,88,61,12,89,68,318,63.6,92.4,Music
STU4423,Nachiket Sangha,Male,21,54,39,1,59,69,222,44.4,87.8,Sports
STU4424,Wyatt Badal,Male,17,47,57,38,83,74,299,59.8,75.68,Drama
STU4425,Chandresh Dubey,Male,19,49,43,22,74,53,241,48.2,65.95,Science Club
STU4426,Sathvik Banerjee,Male,20,34,59,68,45,49,255,51,97.92,Sports
STU4427,Maanav Gill,Male,22,95,28,56,63,81,323,64.6,61.16,Drama
STU4428,Lavanya Agarwal,Female,17,100,86,55,78,66,385,77,60.37,Sports
STU4429,Kalpit Mall,Male,20,72,21,66,88,57,304,60.8,81.48,Dance
STU4430,Harish Contractor,Male,19,80,8,90,55,27,260,52,95.91,Drama
STU4431,Advik Bhattacharyya,Male,22,65,44,19,14,33,175,35,98.84,Science Club
STU4432,Dalbir Devi,Male,18,69,55,71,49,44,288,57.6,74.99,Sports
STU4433,Owen Sahota,Male,18,54,84,75,9,66,288,57.6,90.18,None
STU4434,Janya Dugar,Female,22,38,23,99,34,19,213,42.6,60.55,Drama
STU4435,Urishilla Rastogi,Female,21,32,21,48,76,44,221,44.2,82.41,Dance
STU4436,Maanas Dash,Male,18,56,24,72,8,50,210,42,97.55,Science Club
STU4437,Dominic Raman,Male,21,40,49,54,11,77,231,46.2,96.73,Sports
STU4438,Yashoda Gokhale,Female,18,83,23,46,12,3,167,33.4,72.93,Science Club
STU4439,Wakeeta Palla,Female,20,74,2,89,34,25,224,44.8,60.4,Sports
STU4440,Krishna Salvi,Female,20,37,65,76,9,17,204,40.8,69.62,None
STU4441,Rayaan Chakrabarti,Male,19,100,76,31,43,51,301,60.2,65.82,Science Club
STU4442,Wyatt Chakrabarti,Male,20,53,47,41,38,71,250,50,82.44,Science Club
STU4443,Zansi Chander,Female,22,30,27,53,27,74,211,42.2,82.07,Dance
STU4444,Gaurangi Raja,Female,21,19,68,79,100,18,284,56.8,80.31,Science Club
STU4445,Yatan Gokhale,Male,17,69,36,81,41,19,246,49.2,86.34,Sports
STU4446,Kashvi Chaudhary,Female,22,50,74,26,87,46,283,56.6,63.37,Science Club
STU4447,Dalaja Chanda,Female,18,97,15,95,1,20,228,45.6,80.43,Dance
STU4448,Samar Keer,Male,18,58,62,60,75,68,323,64.6,75.22,Sports
STU4449,Ronith Kala,Male,21,5,72,73,56,51,257,51.4,61.75,Sports
STU4450,Luke Kashyap,Male,21,85,99,33,94,69,380,76,72.18,None
STU4451,Advika Arya,Female,21,38,82,8,92,11,231,46.2,74.07,Dance
STU4452,Bimala Chaudhari,Female,22,89,85,6,71,99,350,70,94.4,Music
STU4453,Hitesh Sunder,Male,20,40,70,69,5,45,229,45.8,65.61,Dance
STU4454,Inaya Biswas,Female,18,83,84,45,51,55,318,63.6,69.04,Sports
STU4455,Bakhshi Mallick,Male,20,13,51,76,62,0,202,40.4,97.14,Dance
STU4456,Rushil Saha,Male,20,30,15,65,5,34,149,29.8,79.25,Music
STU4457,Zilmil Arya,Female,20,59,33,51,60,40,243,48.6,77.04,None
STU4458,Ishani Gara,Female,18,77,40,67,80,57,321,64.2,60.61,Science Club
STU4459,Yuvraj Bali,Male,22,99,97,41,6,29,272,54.4,89.66,Drama
STU4460,Gautami Bhattacharyya,Female,22,7,24,54,48,66,199,39.8,73.78,Sports
STU4461,Balhaar Suri,Male,20,83,99,78,63,41,364,72.8,70.35,Sports
STU4462,Urvashi Muni,Female,18,78,22,49,79,25,253,50.6,94.24,None
STU4463,Unni Gade,Female,17,99,17,66,36,21,239,47.8,79.51,Dance
STU4464,Jeevika Nagi,Female,18,43,85,54,73,78,333,66.6,85.39,Dance
STU4465,Shaurya Lala,Male,19,100,32,83,15,95,325,65,95.76,Music
STU4466,Qasim Narain,Male,20,5,54,31,74,92,256,51.2,64.59,Dance
STU4467,Siddharth Varkey,Male,18,11,45,70,95,56,277,55.4,70.2,Dance
STU4468,Urmi Gara,Female,19,3,89,75,85,15,267,53.4,81.9,Sports
STU4469,Saksham Badami,Male,17,56,43,58,93,77,327,65.4,95.49,Sports
STU4470,Orinder Dey,Male,20,51,11,21,63,57,203,40.6,70.94,Drama
STU4471,Faris Bobal,Male,19,60,81,23,50,98,312,62.4,84.19,Dance
STU4472,Kritika Chadha,Female,19,43,76,96,79,54,348,69.6,86.76,Science Club
STU4473,Aarini Rau,Female,20,40,35,35,58,50,218,43.6,87.56,Science Club
STU4474,Jalsa Wadhwa,Female,17,12,2,29,1,42,86,17.2,76.77,Dance
STU4475,Jalsa Murthy,Female,17,89,61,52,30,75,307,61.4,65.91,None
STU4476,Laban Sule,Male,20,94,43,35,40,81,293,58.6,89.66,Music
STU4477,Jagrati Gala,Female,18,58,52,10,59,66,245,49,77.09,Music
STU4478,Orinder Pant,Male,19,67,44,98,63,15,287,57.4,87.33,None
STU4479,Sathvik Mistry,Male,22,53,53,43,15,34,198,39.6,92.61,Drama
STU4480,Thomas Bhavsar,Male,17,29,86,37,1,59,212,42.4,98.98,Science Club
STU4481,Anmol Vora,Male,20,0,95,73,13,4,185,37,61.96,None
STU4482,Ekapad Sani,Male,18,71,15,34,38,40,198,39.6,95.67,Drama
STU4483,Nidra Tiwari,Female,17,18,19,78,25,37,177,35.4,81.47,None
STU4484,Timothy Tara,Male,21,24,6,13,35,28,106,21.2,64.65,Dance
STU4485,Krishna Agarwal,Female,18,37,49,100,66,18,270,54,66.41,Drama
STU4486,Isha Bail,Female,22,9,16,2,60,88,175,35,81.37,Music
STU4487,Chatura Venkatesh,Male,20,29,33,76,45,48,231,46.2,88.32,Dance
STU4488,Nathaniel Mohan,Male,20,71,45,36,57,88,297,59.4,92.95,Dance
STU4489,Saksham Tandon,Male,18,67,97,92,51,99,406,81.2,93.59,Sports
STU4490,Kamya Bera,Female,22,89,43,41,56,32,261,52.2,64.85,None
STU4491,Hiral Pandit,Female,19,73,24,55,14,37,203,40.6,62.12,Dance
STU4492,Victor Dass,Male,20,36,93,12,79,85,305,61,99,Drama
STU4493,Kavya Nagarajan,Female,19,95,70,80,91,6,342,68.4,66.64,None
STU4494,Eta Manne,Female,20,46,46,24,36,49,201,40.2,70.89,None
STU4495,Elijah Gola,Male,21,42,45,67,7,83,244,48.8,66.33,None
STU4496,Tanvi Batra,Female,21,10,25,2,83,28,148,29.6,64.59,Drama
STU4497,Aadhya Jhaveri,Female,21,69,5,70,99,45,288,57.6,63.89,Drama
STU4498,Nakul Soman,Male,19,37,45,13,75,69,239,47.8,89.58,Dance
STU4499,Banjeet Pandya,Male,20,69,56,75,31,75,306,61.2,64.6,None
STU4500,Ekanta Deshmukh,Female,19,8,45,25,23,1,102,20.4,94.46,Music
STU4501,Sai Ranganathan,Male,20,39,65,96,5,67,272,54.4,79.62,Sports
STU4502,Sneha Sundaram,Female,17,54,46,38,87,59,284,56.8,91.72,Drama
STU4503,Tanveer Narain,Male,17,47,27,72,10,67,223,44.6,60.2,Music
STU4504,Pooja Dasgupta,Female,21,1,40,38,57,35,171,34.2,85.49,None
STU4505,Arjun Venkatesh,Male,21,51,76,43,55,85,310,62,86.21,Sports
STU4506,Udyati Salvi,Female,19,98,76,31,94,83,382,76.4,89.53,None
STU4507,Triya Zachariah,Female,18,51,52,23,65,22,213,42.6,83.51,Science Club
STU4508,Jai Nair,Male,21,91,95,14,55,68,323,64.6,64.88,Sports
STU4509,Yutika Nanda,Female,17,34,72,59,77,48,290,58,72.86,Drama
STU4510,Anirudh Jaggi,Male,21,71,23,65,85,61,305,61,91.5,Dance
STU4511,Nitesh Srinivas,Male,19,40,71,42,41,88,282,56.4,62.49,Sports
STU4512,Unni Soni,Female,18,92,11,72,58,11,244,48.8,68.7,Music
