Date,Transaction ID,Customer Name,Product,Category,Quantity,Unit Price,Total Amount,Payment Method
02/03/25,2499893698,Kaitlyn Obrien,Practice,Bakery,3,289.09,867.27,Debit Card
21/03/25,4312035755,Todd Espinoza,Road,Beverages,1,144.3,144.3,Cash
26/01/25,3442110952,Amber Holland,Whether,Dairy,8,429.98,3439.84,Net Banking
12/01/25,4978289930,Peter Holmes,Fly,Bakery,9,272.15,2449.35,Cash
09/04/25,6826463638,Lauren Wagner,Capital,Personal Care,2,47.38,94.76,Credit Card
09/03/25,8333200736,John Bolton,Human,Personal Care,2,177.98,355.96,Debit Card
07/04/25,1826960033,Kylie Jones,Audience,Fruits & Vegetables,9,368.7,3318.3,Net Banking
01/04/25,6964786430,Joanna Carroll,Off,Snacks,6,315.21,1891.26,Credit Card
31/03/25,8488785461,Anthony Ferguson DDS,Gas,Beverages,4,369.05,1476.2,Net Banking
04/02/25,1882971433,Ashley Adams,How,Snacks,6,91.5,549,UPI
13/01/25,1503189664,Billy Thomas,Trouble,Personal Care,6,277.08,1662.48,UPI
30/03/25,7932501568,Kimberly Jackson,Federal,Household,9,129.25,1163.25,Net Banking
08/01/25,3538337205,Michael Jones,Apply,Fruits & Vegetables,2,268.64,537.28,UPI
01/04/25,9565747452,Shelby Harmon,Near,Personal Care,1,252.8,252.8,UPI
03/02/25,1637870207,Brian Miller,Term,Bakery,1,305.36,305.36,Net Banking
10/02/25,3325705847,Jason Washington,Too,Fruits & Vegetables,2,377.73,755.46,UPI
08/02/25,1298724823,Ryan Gross,Age,Frozen Foods,4,359.48,1437.92,Cash
15/02/25,8356122200,Jennifer Patterson,Time,Snacks,7,459.13,3213.91,UPI
23/03/25,3949175960,Samantha Ellis,Them,Personal Care,1,92.92,92.92,Net Banking
13/01/25,4645608675,Gregory Rich,Gas,Bakery,9,166.1,1494.9,Cash
23/01/25,6926563445,Mary Myers,City,Snacks,7,326.58,2286.06,Debit Card
14/01/25,2734006657,Sarah Lopez,Admit,Fruits & Vegetables,7,206.09,1442.63,Cash
01/04/25,3925764701,Nicole White,Go,Dairy,9,398,3582,Debit Card
25/02/25,1278665710,Benjamin Jones,Three,Bakery,5,30.69,153.45,UPI
10/02/25,4265116588,Katrina Madden,Like,Household,4,465.29,1861.16,Credit Card
24/01/25,6948695762,Brian Anderson,Wonder,Fruits & Vegetables,1,360.22,360.22,Cash
30/01/25,5102670192,Timothy Mahoney,North,Dairy,6,50.69,304.14,Debit Card
14/01/25,7087388162,Robert Harrison,Wall,Frozen Foods,2,190.64,381.28,Debit Card
21/01/25,3922371587,Jason Smith,Bit,Personal Care,8,154.52,1236.16,UPI
17/03/25,3022387763,Amy Payne,Left,Dairy,6,80.49,482.94,Cash
30/03/25,4472793048,Jessica Whitaker,Glass,Frozen Foods,3,125.88,377.64,Credit Card
29/03/25,3566106792,Angela Maldonado,Subject,Frozen Foods,7,299.87,2099.09,Net Banking
06/04/25,8693891682,Gregory Li,Section,Bakery,4,419.62,1678.48,UPI
09/04/25,9388123832,Lisa Calderon,Region,Beverages,5,190.55,952.75,Net Banking
29/03/25,2529213110,Joshua Patterson,Early,Beverages,1,260.08,260.08,UPI
16/01/25,7671083398,Rebecca Boyd,Where,Household,3,31.51,94.53,Net Banking
20/01/25,1697933349,Richard Ford,Public,Beverages,1,349.98,349.98,Credit Card
17/02/25,7439926725,Matthew Hutchinson,Wrong,Personal Care,2,496.75,993.5,Debit Card
30/01/25,1206988523,Audrey Gonzales,Knowledge,Fruits & Vegetables,3,478.79,1436.37,Credit Card
17/01/25,2034779613,Kristen Ward,Important,Frozen Foods,10,391.87,3918.7,Debit Card
08/04/25,5576471332,Scott Chen,So,Snacks,6,327.08,1962.48,UPI
13/01/25,1890590181,Tammy Mclean,Investment,Beverages,2,364.49,728.98,UPI
20/02/25,9433675206,James Conrad,Born,Frozen Foods,3,31.02,93.06,Net Banking
31/03/25,3281092133,Melissa Cabrera,Human,Dairy,6,322.86,1937.16,Net Banking
06/04/25,4696546712,David Torres,Rate,Snacks,2,285.84,571.68,Net Banking
01/02/25,6448084896,Matthew Mcdonald,Talk,Bakery,10,291.02,2910.2,Net Banking
04/03/25,1445779129,Taylor Ward,Development,Fruits & Vegetables,9,298.77,2688.93,Credit Card
07/03/25,5627348402,Stephanie Rivera,Expert,Beverages,2,382.86,765.72,Net Banking
25/03/25,5118010246,Sarah Miller,Treat,Frozen Foods,6,258.77,1552.62,Debit Card
03/04/25,9867658625,Kurt Schaefer,Choose,Fruits & Vegetables,8,377.64,3021.12,UPI
11/02/25,8625965838,Peter Pittman,Song,Frozen Foods,4,220.92,883.68,Credit Card
09/04/25,2326056129,Marcus Cross,Home,Beverages,7,115.02,805.14,Credit Card
18/01/25,2896933776,Calvin Caldwell,Speech,Dairy,5,483.95,2419.75,Credit Card
24/02/25,5659904588,Michael Jones,Though,Dairy,10,57,570,Cash
28/02/25,6345184858,Jason Torres,Current,Frozen Foods,1,457.35,457.35,Debit Card
01/04/25,6235754667,Edward Carr,Week,Bakery,6,453.73,2722.38,Credit Card
09/04/25,6378918349,Richard Newton,Tend,Beverages,7,234.47,1641.29,Credit Card
19/02/25,8790410141,Sean Hart,Than,Frozen Foods,5,300.34,1501.7,Credit Card
10/03/25,5466043191,John Martinez,Necessary,Snacks,3,459.7,1379.1,UPI
14/03/25,6978572035,Mr. Brandon Hooper,Process,Beverages,8,203.92,1631.36,UPI
04/03/25,2367672732,Casey Wilson,Couple,Snacks,4,129.75,519,Net Banking
21/03/25,7956700805,Carolyn Larsen,Easy,Beverages,8,352.94,2823.52,Credit Card
23/03/25,8262783428,Christy Holland,Country,Fruits & Vegetables,9,495.6,4460.4,Cash
27/01/25,8345580528,Chloe Martinez,Bank,Dairy,7,133.96,937.72,UPI
09/02/25,1284872803,Brian Jones,Be,Beverages,2,106.76,213.52,Net Banking
24/02/25,5282092073,Katrina Owens,Power,Frozen Foods,7,158.07,1106.49,Credit Card
04/03/25,6506130517,Jennifer Ortiz,Foreign,Personal Care,5,79.02,395.1,Cash
27/02/25,6411343717,Mary Johnson,Actually,Personal Care,9,159.7,1437.3,Net Banking
26/02/25,8415524587,Angela Montes,Management,Personal Care,4,111.96,447.84,UPI
17/01/25,3714008108,Terri Dennis,Focus,Bakery,5,25.63,128.15,Net Banking
13/01/25,1379725723,Susan Kim,Degree,Household,10,393.8,3938,Net Banking
27/03/25,1572310655,Ernest Thomas,Strategy,Beverages,7,383.47,2684.29,UPI
15/01/25,3778350920,Michael Moore,Pattern,Dairy,5,436.91,2184.55,Credit Card
25/01/25,5483211411,Allison Christian,Almost,Beverages,7,402.42,2816.94,Debit Card
23/01/25,5755002934,James Peterson,Huge,Personal Care,9,47.92,431.28,Credit Card
23/03/25,9128268074,John Nelson,Worry,Personal Care,2,374.24,748.48,Net Banking
16/01/25,7748066931,Adam Booth,Compare,Dairy,6,113.38,680.28,Debit Card
20/02/25,6629276257,Kathryn Williams,Her,Bakery,1,213.41,213.41,Credit Card
28/03/25,6712222351,Jessica Serrano,Deep,Snacks,2,212.79,425.58,Credit Card
26/01/25,6502353401,Jessica Doyle,Me,Snacks,10,222.3,2223,Cash
11/01/25,7765603376,Jennifer Haas,Carry,Household,2,19.85,39.7,Credit Card
11/01/25,4088801564,Carol Jones,Every,Personal Care,10,228,2280,Net Banking
06/03/25,4294457052,Jonathan Buckley,Affect,Frozen Foods,4,153.96,615.84,UPI
15/03/25,2922624641,Morgan Morgan,Weight,Frozen Foods,7,243.96,1707.72,UPI
08/03/25,2510006662,Denise Rose,Study,Snacks,7,356.22,2493.54,Credit Card
17/02/25,9780479275,Whitney Woods,Traditional,Bakery,5,31.85,159.25,UPI
04/02/25,9932856781,James Ritter,Name,Household,2,468.58,937.16,Credit Card
27/02/25,8365340012,Justin Colon,Face,Fruits & Vegetables,4,189.02,756.08,UPI
15/01/25,3304349961,Christopher Caldwell,Would,Snacks,7,269.46,1886.22,UPI
09/04/25,7498558051,Sierra Cruz,Dream,Personal Care,4,431.73,1726.92,Cash
22/01/25,7752409444,Edward Garcia,Wear,Frozen Foods,9,100.03,900.27,Net Banking
21/03/25,1870142413,Ryan Collins,Fill,Fruits & Vegetables,4,96.2,384.8,UPI
21/03/25,6239671937,Kenneth Tran,Strong,Bakery,1,132.06,132.06,Debit Card
18/01/25,4028180107,William Smith,True,Bakery,10,199.02,1990.2,Credit Card
01/04/25,1567097262,James Hamilton,Attention,Household,3,70.97,212.91,Cash
30/01/25,9243443031,Rachel Knight,Change,Frozen Foods,9,59.72,537.48,Debit Card
03/02/25,2114494261,Laura Lopez,Maintain,Fruits & Vegetables,8,190.58,1524.64,Cash
08/04/25,7593984929,Douglas Wells,Attack,Snacks,4,443.76,1775.04,Debit Card
13/03/25,9222917965,John Juarez,Daughter,Dairy,4,418.39,1673.56,Cash
05/02/25,7309868362,Barbara Johnson,Ground,Dairy,7,196.1,1372.7,UPI
17/03/25,2021131426,John Hernandez,Site,Dairy,10,110.87,1108.7,Net Banking
09/03/25,5324615440,Tina Stewart,Couple,Fruits & Vegetables,5,222.38,1111.9,Cash
19/01/25,8117975560,Zachary Ramos,Tell,Bakery,10,419.27,4192.7,Net Banking
08/02/25,1125714595,Jennifer Cook,Tend,Frozen Foods,10,488.26,4882.6,Cash
05/03/25,4875396593,Logan Reed,Small,Fruits & Vegetables,10,128.7,1287,Credit Card
05/04/25,1824308696,Susan Park,Money,Beverages,4,212.03,848.12,Net Banking
01/04/25,3522400977,Christina Larson DDS,Baby,Personal Care,9,470.57,4235.13,Debit Card
24/02/25,3081179190,Tara Ramos,Enter,Frozen Foods,3,265.27,795.81,Cash
27/02/25,4795358833,Michael Poole,Too,Frozen Foods,6,10.6,63.6,Cash
28/02/25,3310721917,Christopher Cox,Audience,Snacks,1,486.46,486.46,UPI
22/03/25,6400152755,Jessica Jacobs,Listen,Personal Care,9,40.58,365.22,Debit Card
06/02/25,2345104999,Cassandra Kaiser,Expert,Dairy,7,497.39,3481.73,Debit Card
20/01/25,4513659058,Crystal Ramos,Account,Personal Care,1,158.95,158.95,Cash
09/03/25,1449223635,Brian Meyer,Authority,Beverages,8,242.18,1937.44,Cash
22/02/25,5054182506,Jonathan Gonzales,Everything,Personal Care,4,52,208,Credit Card
11/03/25,1901062230,Charles Mccormick,Be,Bakery,7,287.26,2010.82,Credit Card
21/01/25,2640972876,Deborah Obrien,Black,Snacks,10,364.35,3643.5,Debit Card
22/03/25,6497968839,Scott Harris,Talk,Snacks,7,444.74,3113.18,UPI
12/01/25,5139569147,Erin Richardson,Blue,Bakery,7,488.2,3417.4,Credit Card
24/01/25,7852982111,Kathleen Herrera,Another,Personal Care,4,419.74,1678.96,Cash
11/01/25,6869275834,George Rogers,Total,Bakery,4,451.09,1804.36,Debit Card
16/01/25,6726958472,Brooke Moore,Cold,Snacks,5,407.31,2036.55,UPI
06/02/25,5449971775,George Osborn,Series,Beverages,7,77.3,541.1,Net Banking
16/01/25,6868382172,Gregory Sellers,Three,Household,7,288.99,2022.93,Credit Card
10/01/25,1470270374,Julia Howard,Often,Frozen Foods,3,178.15,534.45,Cash
15/01/25,5874007660,Darryl Alvarez,Father,Personal Care,9,359.14,3232.26,UPI
27/02/25,2122664192,Sandra Wells,Box,Fruits & Vegetables,10,355.06,3550.6,UPI
28/03/25,5110958328,Kimberly Ray,Off,Fruits & Vegetables,9,181.21,1630.89,UPI
26/02/25,3018661798,Scott Jones,Table,Dairy,4,106.68,426.72,Debit Card
29/03/25,1563337389,Gabriel Figueroa,Investment,Bakery,3,433.64,1300.92,UPI
19/02/25,8021024716,Chad Johnson,Behavior,Bakery,10,67.96,679.6,Net Banking
15/03/25,2399471395,Debbie Alvarado,Director,Snacks,4,391.07,1564.28,Net Banking
20/02/25,7760614721,James Simon,Eat,Snacks,2,30.85,61.7,UPI
14/03/25,1330748102,Tracey Lynn,Best,Household,3,64.3,192.9,Credit Card
22/01/25,2529420479,Sean King,Modern,Bakery,5,128.58,642.9,Credit Card
05/02/25,7186915012,Sarah Dean,Wife,Frozen Foods,8,38.81,310.48,Net Banking
20/03/25,8562940951,Joseph Hunt,Treatment,Snacks,5,246.66,1233.3,Net Banking
13/02/25,1742678265,Jenny Osborn,Democrat,Bakery,2,437.13,874.26,Credit Card
03/04/25,3495515364,Dawn Oneill,Bad,Snacks,3,131.76,395.28,Net Banking
22/02/25,3641310310,Michael Camacho,Eye,Household,1,254.81,254.81,UPI
19/03/25,3800810024,Rachel Ballard,Nature,Bakery,1,363.74,363.74,UPI
26/01/25,5416464540,Christopher Jacobson,Style,Personal Care,9,343.15,3088.35,Net Banking
24/03/25,7049256163,Scott Smith,Make,Snacks,7,146.57,1025.99,UPI
02/02/25,6416421308,Jordan Smith,Decision,Beverages,7,292.41,2046.87,Cash
20/02/25,7433987142,Brent Campos,Across,Bakery,7,112.23,785.61,UPI
05/02/25,9418749176,Ryan Wilson,Someone,Beverages,2,188.46,376.92,UPI
23/03/25,3000112244,Joseph Perez,Guess,Dairy,7,162.48,1137.36,Net Banking
27/03/25,9001733455,Crystal Walton,Personal,Bakery,4,260.46,1041.84,Credit Card
08/03/25,7927129965,David Hernandez,Increase,Frozen Foods,9,400.27,3602.43,Cash
01/04/25,4760649036,Ashley Mendoza,Plant,Beverages,8,99.84,798.72,Cash
31/01/25,5307324229,Crystal Scott,Foot,Personal Care,3,471.22,1413.66,Net Banking
21/03/25,2038300579,Eric Cabrera,Information,Beverages,8,303.91,2431.28,Net Banking
09/04/25,6641255183,Brandon Dawson,Mention,Snacks,9,157.01,1413.09,UPI
28/02/25,1791206357,Lauren Alvarez,Practice,Frozen Foods,1,287.7,287.7,Net Banking
22/01/25,4806415601,Kayla Burns,Blood,Bakery,1,316.07,316.07,Cash
28/03/25,7662800439,Jaclyn Mendez,Whose,Personal Care,5,303.85,1519.25,Net Banking
17/01/25,3143376032,Susan Roman,Show,Beverages,4,210.65,842.6,UPI
24/01/25,4388293386,Jeremy Jones,Really,Frozen Foods,5,177.66,888.3,Cash
13/02/25,6067057947,Natalie Mason,Save,Snacks,2,440.26,880.52,Net Banking
09/04/25,5765834053,Ronald Hunter,Forget,Dairy,8,255.14,2041.12,Credit Card
08/01/25,8554145755,Patrick Williams,Suggest,Dairy,9,418.15,3763.35,Net Banking
24/01/25,7639177758,Mr. Bradley Boyer,Continue,Snacks,7,426.52,2985.64,Net Banking
22/01/25,5064767706,Jordan Lopez,Law,Personal Care,2,253.52,507.04,Cash
01/03/25,5638858773,Jeffrey Armstrong,Good,Frozen Foods,5,204.32,1021.6,Cash
03/04/25,5938237702,Sarah Sloan,Board,Snacks,3,265.91,797.73,Debit Card
02/02/25,3838016868,Christopher Hart,Growth,Household,8,310.56,2484.48,Net Banking
23/02/25,7605776169,Andrea Anderson,Above,Bakery,6,179.67,1078.02,UPI
29/03/25,3254873368,Caitlin Smith,Seek,Beverages,7,407.39,2851.73,Cash
31/01/25,4538627045,James Contreras,Way,Snacks,7,340.04,2380.28,Debit Card
16/02/25,5835755976,Kyle Sanders,Away,Snacks,2,322.68,645.36,Credit Card
09/02/25,4162815486,Dustin Merritt,Every,Bakery,10,277.58,2775.8,Net Banking
24/02/25,6307510401,Amber Gibson,Per,Personal Care,5,313.39,1566.95,Net Banking
20/03/25,5448235049,Connor Harrell,Small,Household,6,251.76,1510.56,Cash
09/03/25,3858103602,Melissa Mccoy,Generation,Beverages,5,286.41,1432.05,Net Banking
28/01/25,7697801576,Heather Werner,Continue,Snacks,8,197.65,1581.2,Credit Card
22/03/25,3445784323,Stephanie Hernandez,Church,Fruits & Vegetables,3,432.39,1297.17,Cash
07/04/25,1797803421,Spencer Mcdonald,Wrong,Dairy,8,338.47,2707.76,UPI
22/03/25,7366486506,Dominique Robinson,Participant,Dairy,6,157.07,942.42,Debit Card
22/02/25,6852204371,John Jacobson,Section,Beverages,9,51.05,459.45,Debit Card
27/02/25,7251165631,Kenneth Byrd,Sit,Frozen Foods,10,166.06,1660.6,Net Banking
06/04/25,5970858084,Amy Rodriguez,Service,Household,7,357.61,2503.27,Credit Card
24/02/25,5060591263,Mary Obrien,Imagine,Beverages,8,425.33,3402.64,Debit Card
18/01/25,6563385288,Amy Anderson,Growth,Fruits & Vegetables,4,268.71,1074.84,UPI
09/04/25,5186658942,Brian Gonzales,Notice,Snacks,3,303.87,911.61,Net Banking
25/02/25,5670980631,Jonathan Hancock,Strategy,Bakery,8,332.6,2660.8,Net Banking
07/03/25,6556910487,Justin Weber,Suffer,Snacks,9,209.07,1881.63,Net Banking
28/03/25,5958799655,Michael Rodriguez,Son,Household,2,202.81,405.62,UPI
14/02/25,6709215975,Nicole Henderson,Whose,Frozen Foods,4,380.72,1522.88,Net Banking
29/01/25,4186294040,Brad Hayes,Media,Dairy,7,375.55,2628.85,Cash
08/04/25,7299697053,Kristin Gutierrez,Traditional,Personal Care,5,472.51,2362.55,Debit Card
04/02/25,1897515007,Christopher Villegas,Loss,Fruits & Vegetables,3,376.13,1128.39,Net Banking
04/03/25,8591689672,Anna Duffy,Well,Household,4,248.86,995.44,UPI
11/01/25,2999779054,April Lambert,Stock,Snacks,6,414.74,2488.44,UPI
28/03/25,2031702741,Robert Rodriguez,Focus,Fruits & Vegetables,1,486.4,486.4,Credit Card
25/01/25,1513405950,Kyle Peterson,Method,Frozen Foods,1,138.55,138.55,Debit Card
23/03/25,6661688923,Alicia Hampton,End,Frozen Foods,6,476.32,2857.92,UPI
24/01/25,5553118573,Lindsay Wright,Would,Fruits & Vegetables,1,26.9,26.9,Net Banking
14/02/25,9830141831,John Avery,Husband,Bakery,10,422.59,4225.9,Cash
11/01/25,9878450259,Richard Smith,Indeed,Household,2,440.47,880.94,Credit Card
24/02/25,8978932901,Craig Williams,Walk,Household,4,425.53,1702.12,UPI
04/04/25,4619647941,Daniel Wong,Finish,Fruits & Vegetables,10,318.9,3189,Credit Card
20/02/25,1107021587,Michelle Norris,Agency,Personal Care,10,48.91,489.1,Cash
18/02/25,6518645986,Dr. Elizabeth Harris,Usually,Snacks,2,437.9,875.8,Net Banking
21/01/25,6773718217,Angel Roberts,Use,Beverages,3,489.6,1468.8,Cash
23/01/25,6564153470,Mallory Yang,Role,Dairy,8,405.27,3242.16,Net Banking
17/02/25,2544330617,Katherine Morales,Care,Personal Care,2,416.46,832.92,Cash
17/01/25,3462574065,Lauren Aguirre,Mention,Personal Care,5,71.81,359.05,Net Banking
08/04/25,2230998676,Jill Dean,Hand,Dairy,8,24.95,199.6,Cash
07/02/25,2559818070,James Evans,Door,Beverages,8,144.29,1154.32,Credit Card
04/03/25,1561360432,Mark Cunningham,Article,Household,10,442.43,4424.3,Debit Card
04/03/25,7284642210,Bruce Torres,Off,Personal Care,2,19.46,38.92,Debit Card
08/01/25,6946943008,Andrew Harrington,Drive,Fruits & Vegetables,9,94.68,852.12,Debit Card
01/02/25,2680770115,David Moore,Movement,Dairy,4,319.14,1276.56,Net Banking
17/02/25,4102254378,Lori Berry,Food,Snacks,7,28.61,200.27,UPI
27/01/25,9947793029,Jennifer Pineda,Bad,Bakery,10,245.54,2455.4,Credit Card
24/02/25,1849858269,Joseph Mills,Political,Household,3,272.88,818.64,UPI
11/01/25,2595041213,Corey Watson,Do,Personal Care,4,358.64,1434.56,Cash
02/04/25,8240494471,Mr. William Brown,Woman,Fruits & Vegetables,10,427.15,4271.5,Cash
10/02/25,4610422966,Tamara Harvey,Also,Frozen Foods,2,214.67,429.34,Debit Card
19/01/25,1976425781,Brandon Anderson,Large,Personal Care,6,291.28,1747.68,Cash
14/01/25,7643143030,Linda Anderson,Character,Personal Care,5,103.13,515.65,Net Banking
27/01/25,5949784276,Jean Dean,Fall,Beverages,1,224.28,224.28,Debit Card
09/03/25,8854244228,Michael Riley,Soon,Personal Care,6,299.18,1795.08,UPI
16/03/25,1833075689,Robert Henry,South,Frozen Foods,8,367.03,2936.24,Debit Card
26/02/25,1539997336,Theresa Hodges,Concern,Personal Care,9,295.28,2657.52,Debit Card
24/03/25,9027108699,Cynthia Anderson,Later,Household,4,260.06,1040.24,Debit Card
02/02/25,5804853970,Joseph Reyes,Anything,Bakery,7,488.87,3422.09,Debit Card
27/03/25,7658901964,Brandon Young,Usually,Dairy,6,249.28,1495.68,Credit Card
23/01/25,6415238772,Timothy Jones,Girl,Bakery,9,457.41,4116.69,UPI
22/03/25,8010929423,Frederick Moore,Exactly,Personal Care,3,324.47,973.41,Net Banking
19/02/25,6183493076,Sharon Morton,Reach,Fruits & Vegetables,5,478.31,2391.55,Cash
10/03/25,9056745609,Jill Garcia,Participant,Fruits & Vegetables,5,189.84,949.2,Cash
22/03/25,5322591690,Christian Moore,Lawyer,Fruits & Vegetables,4,483.27,1933.08,UPI
21/01/25,3447406594,Mary Jacobson,Store,Bakery,9,434.58,3911.22,Cash
21/03/25,8815371142,Kelly Bell,Suggest,Fruits & Vegetables,7,238.5,1669.5,Credit Card
12/01/25,5377876147,Andrea Blankenship,Off,Dairy,8,49.48,395.84,Cash
20/02/25,7409116640,Craig Hall,Long,Snacks,1,230.67,230.67,Cash
11/03/25,5130514732,Amanda Jones,Laugh,Bakery,3,350.06,1050.18,Cash
06/03/25,4440877052,Patrick Miller,Art,Bakery,2,160.97,321.94,Cash
11/01/25,9166665845,Rodney Thompson,Entire,Household,8,120.56,964.48,Debit Card
17/03/25,2443259806,Mackenzie Fitzpatrick,Tv,Dairy,8,260.39,2083.12,UPI
21/02/25,2760921698,Jamie Davis,Know,Beverages,7,338.63,2370.41,Cash
19/03/25,6307428254,Steven Shea,Scientist,Dairy,3,352.27,1056.81,Cash
14/01/25,5559032831,Brittany Mendez,Happen,Household,9,196.55,1768.95,Credit Card
08/04/25,9725243543,Glenn Reyes,Type,Beverages,1,417.25,417.25,Cash
18/03/25,9872333166,Susan Yu,Since,Beverages,10,183.89,1838.9,UPI
13/01/25,2920199607,Kyle Davis,Democrat,Snacks,3,271.48,814.44,Debit Card
12/01/25,9897682111,Joshua West,Model,Personal Care,10,345.4,3454,Debit Card
11/03/25,8019361254,Wayne Wilson,Reduce,Bakery,4,248.94,995.76,Debit Card
16/03/25,7537430744,Melissa Gonzalez,Player,Fruits & Vegetables,8,440.78,3526.24,UPI
21/02/25,2278406268,Connie Alvarado,And,Frozen Foods,4,462.47,1849.88,Cash
08/03/25,8956404798,Anthony Lynch,They,Fruits & Vegetables,4,251.09,1004.36,Credit Card
06/04/25,6550447593,Ashley Brown,Anything,Fruits & Vegetables,7,428.61,3000.27,Credit Card
19/03/25,5505943281,Samantha Schwartz,Smile,Snacks,5,212.65,1063.25,Net Banking
26/03/25,3173655190,Matthew Peterson,Recognize,Household,9,441.68,3975.12,Cash
05/03/25,9711153283,Vickie Davis,Money,Bakery,7,175.04,1225.28,Debit Card
29/01/25,5782655813,Cathy Beck,Ability,Bakery,1,338.28,338.28,Credit Card
01/04/25,7474001690,Donna Cannon,Leg,Beverages,10,40.44,404.4,Cash
19/01/25,8664754058,James Ruiz,International,Bakery,4,496.69,1986.76,Credit Card
13/01/25,2739614375,Kaitlyn Smith,Morning,Snacks,10,328.85,3288.5,Debit Card
02/02/25,6378170330,Marcia Wilkinson,Start,Beverages,1,295.37,295.37,Cash
10/01/25,4555653035,Thomas Smith,Program,Dairy,2,390.39,780.78,Net Banking
02/02/25,8950577449,Edward Smith,Approach,Dairy,6,275.67,1654.02,Credit Card
19/01/25,5753652035,Robert Parker,Station,Household,2,117.06,234.12,Credit Card
15/02/25,2653343401,Beth Casey,Add,Frozen Foods,5,22.55,112.75,Cash
30/03/25,2016618609,Shawn Mcconnell,Skin,Household,10,203.71,2037.1,Cash
30/01/25,2114755243,Hannah Carter,Wind,Frozen Foods,4,269.87,1079.48,Cash
12/01/25,6987396593,Susan Long,Sister,Household,4,442.59,1770.36,Net Banking
20/02/25,7317144614,Jacob Stone,However,Household,3,35.48,106.44,Debit Card
16/03/25,6256714504,Stanley Blair,Attorney,Bakery,7,285.23,1996.61,UPI
14/02/25,2278057432,Keith Schmidt,White,Personal Care,4,492.6,1970.4,Cash
01/02/25,3397027619,Rachel Miller,Evening,Snacks,9,459.14,4132.26,Cash
09/04/25,5481471923,Sandra Schmidt,Community,Bakery,2,335.95,671.9,UPI
07/03/25,7912848612,Alexander Mason,Base,Bakery,8,470.02,3760.16,Net Banking
28/02/25,7350531502,Hunter Jones,Industry,Snacks,4,323.82,1295.28,Net Banking
20/01/25,4856230091,Michelle Allison,Look,Fruits & Vegetables,4,244.95,979.8,Cash
29/03/25,3044854006,Jeffrey Perez,Media,Dairy,6,159.37,956.22,Debit Card
18/02/25,3590600606,Glenda Saunders,Happy,Frozen Foods,4,386.01,1544.04,Credit Card
14/02/25,4710410866,Emma Blankenship,Mind,Frozen Foods,10,239.26,2392.6,Debit Card
14/03/25,3458343431,Michele Cortez,Research,Household,2,473.54,947.08,Credit Card
07/04/25,5727356812,Leonard Johnson,Year,Household,1,99.21,99.21,Credit Card
03/02/25,2672014896,Ryan Valdez III,Father,Dairy,1,127.65,127.65,Net Banking
13/02/25,5417449707,Vincent Long,Community,Personal Care,2,431.29,862.58,UPI
20/03/25,2593655782,George Whitehead,Front,Beverages,6,181,1086,UPI
30/03/25,5077278017,Chelsey Wilson,Determine,Household,10,220.96,2209.6,Cash
09/01/25,9959130016,Sarah Owens,Find,Beverages,8,122.71,981.68,Cash
10/03/25,1150323126,Megan Barber,Carry,Beverages,5,225.43,1127.15,Cash
12/03/25,4634236971,Randy Lucas,Collection,Bakery,2,209.76,419.52,UPI
10/02/25,1918212588,Roy Alvarez,Shake,Fruits & Vegetables,1,146.96,146.96,Cash
07/04/25,5151572444,Pamela Silva,Among,Dairy,4,131.25,525,Debit Card
16/02/25,7917703553,Sarah Arnold,Next,Snacks,7,451.18,3158.26,Net Banking
10/01/25,7354825660,Beth Jackson,Nearly,Beverages,2,240.32,480.64,Debit Card
24/02/25,9766230415,Bonnie Jones,Local,Snacks,3,431.82,1295.46,Net Banking
18/02/25,5188486219,Rebecca Jenkins,White,Household,4,382.14,1528.56,Credit Card
06/04/25,6087222508,Donna Jones,From,Bakery,8,141.13,1129.04,UPI
19/02/25,9725596743,Pamela Phillips,Season,Household,2,449.33,898.66,Cash
26/03/25,7493280400,Patrick Burns,I,Beverages,6,284.8,1708.8,Credit Card
19/01/25,4751397493,Christopher Moreno,Part,Snacks,10,447.28,4472.8,UPI
10/03/25,3888642532,Joshua Perez,Scene,Fruits & Vegetables,2,468.54,937.08,Cash
11/01/25,7827336113,Joseph Keith,Significant,Personal Care,5,265.79,1328.95,Debit Card
03/02/25,4149064977,Leah Jimenez,Against,Beverages,6,414.07,2484.42,Credit Card
31/03/25,9381224796,Curtis Wood,Community,Beverages,4,336.79,1347.16,UPI
26/03/25,8487768843,Felicia Jones,Lay,Snacks,6,347.96,2087.76,Debit Card
25/01/25,7642247967,Julie Ashley,Bag,Household,7,62.55,437.85,UPI
20/03/25,1130533742,Laura Walsh,Must,Personal Care,2,296.86,593.72,Net Banking
31/01/25,1835090289,Natasha Vazquez,Easy,Dairy,3,250.82,752.46,Debit Card
03/02/25,7651368375,Lawrence Miller,Soon,Frozen Foods,10,478.73,4787.3,Credit Card
27/02/25,2602586699,Jennifer Fernandez,Board,Bakery,6,161.25,967.5,Debit Card
07/02/25,4330265575,Samantha Kelly,Minute,Bakery,8,282.96,2263.68,UPI
05/02/25,3859443860,Karen Hayes,Question,Personal Care,4,223.15,892.6,Cash
04/02/25,7903048690,Vanessa Gray,Positive,Beverages,8,345.42,2763.36,Cash
05/02/25,5608253684,Amanda Campbell,City,Personal Care,10,447.15,4471.5,UPI
28/02/25,1203246746,Jacob Woods,Pass,Beverages,6,461.02,2766.12,Credit Card
